city_cn,city_en,date,cases,tem,rhu,pre,year,month,week,biweek
东莞市,Dongguan,2005-07-10,0,30.3779861975854,79.7273198899242,11.6843681727792,2005,7,27,14
东莞市,Dongguan,2005-07-17,0,30.4037002915529,75.6533542702096,49.740208537716,2005,7,28,15
东莞市,Dongguan,2005-07-24,0,29.1982313963313,80.0819320374969,30.0958421344785,2005,7,29,15
东莞市,Dongguan,2005-07-31,0,29.6210014938174,83.541848613317,37.3962167356061,2005,7,30,16
东莞市,Dongguan,2005-08-07,0,29.4597991785926,82.4474345202216,65.5056442984435,2005,8,31,16
东莞市,Dongguan,2005-08-14,0,27.1082183849649,88.8288429189261,175.635807915202,2005,8,32,17
东莞市,Dongguan,2005-08-21,0,27.5979186305399,85.7979307869021,50.2244679830246,2005,8,33,17
东莞市,Dongguan,2005-08-28,0,29.1061928113245,78.2781873066624,16.2238094503723,2005,8,34,18
东莞市,Dongguan,2005-09-04,0,28.249540215976,78.657561369478,29.4428410443085,2005,9,35,18
东莞市,Dongguan,2005-09-11,1,29.5234873555803,75.5486284684375,26.2326184186882,2005,9,36,19
东莞市,Dongguan,2005-09-18,0,28.7343108395427,74.8349122589456,20.7299280190338,2005,9,37,19
东莞市,Dongguan,2005-09-25,0,27.61507471,82.3569085972801,36.3030497888052,2005,9,38,20
东莞市,Dongguan,2005-10-02,0,27.6773001590653,66.495179040959,0.54527937387131,2005,10,39,20
东莞市,Dongguan,2005-10-09,0,26.6848102515587,65.5421375340821,0.305228635190887,2005,10,40,21
东莞市,Dongguan,2005-10-16,0,25.3420373393526,62.5021084889694,0.736772950826417,2005,10,41,21
东莞市,Dongguan,2005-10-23,0,23.7244620470082,60.718166213776,0.275809193747568,2005,10,42,22
东莞市,Dongguan,2005-10-30,0,23.426714668789,60.8794325419881,3.15651378327731,2005,10,43,22
东莞市,Dongguan,2005-11-06,0,26.6446471544689,78.6991044742011,0.874118515502002,2005,11,44,23
东莞市,Dongguan,2005-11-13,0,21.1191931405567,70.218459496068,23.3257113828659,2005,11,45,23
东莞市,Dongguan,2005-11-20,0,17.9077918508434,52.9972798853941,0.0,2005,11,46,24
东莞市,Dongguan,2005-11-27,0,20.7383500837373,62.401237592164,0.0523866981921392,2005,11,47,24
东莞市,Dongguan,2005-12-04,0,14.9151168329669,42.9241257668264,0.0098972367807005,2005,12,48,25
东莞市,Dongguan,2005-12-11,0,14.4880574075139,38.6948295573082,0.0010573429220581,2005,12,49,25
东莞市,Dongguan,2005-12-18,0,12.8998803007828,28.4233298239379,0.0,2005,12,50,26
东莞市,Dongguan,2005-12-25,0,17.7112015249127,63.5823421710622,10.1026658999619,2005,12,51,26
东莞市,Dongguan,2006-01-01,0,15.3567366712404,66.1587134435946,4.27544928880673,2006,1,52,1
东莞市,Dongguan,2006-01-08,0,15.6493989332046,56.1483826408807,0.135061429210206,2006,1,1,1
东莞市,Dongguan,2006-01-15,0,18.3677866618043,80.057527775226,10.091474505808,2006,1,2,2
东莞市,Dongguan,2006-01-22,0,13.4868264172953,62.2766935812125,3.31671809104611,2006,1,3,2
东莞市,Dongguan,2006-01-29,0,19.4584426839173,67.8882686174749,0.266014697526855,2006,1,4,3
东莞市,Dongguan,2006-02-05,0,18.0707187131257,55.6920305160513,0.0407108608435051,2006,2,5,3
东莞市,Dongguan,2006-02-12,0,18.7656342369677,72.3472817733468,6.31383641348327,2006,2,6,4
东莞市,Dongguan,2006-02-19,0,17.3038052064631,74.2216174351138,6.8453707404779,2006,2,7,4
东莞市,Dongguan,2006-02-26,0,14.1214012605243,66.7695465873623,39.3868453534814,2006,2,8,5
东莞市,Dongguan,2006-03-05,0,20.5714419890034,81.5669266956818,23.6403927875864,2006,3,9,5
东莞市,Dongguan,2006-03-12,0,16.8718679478107,80.0266850625383,15.4863067145184,2006,3,10,6
东莞市,Dongguan,2006-03-19,0,19.8308971628452,87.7277316779726,68.3806196807458,2006,3,11,6
东莞市,Dongguan,2006-03-26,0,20.3198900147629,78.3886924486209,28.0810176301828,2006,3,12,7
东莞市,Dongguan,2006-04-02,0,24.2256008304224,83.5239577628233,36.3849727773374,2006,4,13,7
东莞市,Dongguan,2006-04-09,0,22.5740604338759,83.6942882123415,39.2524390318508,2006,4,14,8
东莞市,Dongguan,2006-04-16,0,23.1530489588894,74.6770181337356,5.47006971227104,2006,4,15,8
东莞市,Dongguan,2006-04-23,0,25.4198087915462,86.1319002062336,99.6218281914938,2006,4,16,9
东莞市,Dongguan,2006-04-30,0,25.9739805169145,87.7463810724552,131.070133132181,2006,4,17,9
东莞市,Dongguan,2006-05-07,0,28.0631509659514,78.7158546805445,12.8440563757775,2006,5,18,10
东莞市,Dongguan,2006-05-14,0,24.1223387187997,67.3833236931679,55.4341598505391,2006,5,19,10
东莞市,Dongguan,2006-05-21,0,25.6588082106204,90.3560121708932,250.737344032535,2006,5,20,11
东莞市,Dongguan,2006-05-28,0,24.2232094373824,91.8183108782144,238.326047969303,2006,5,21,11
东莞市,Dongguan,2006-06-04,0,27.4881639004996,90.2956155243226,152.568560528296,2006,6,22,12
东莞市,Dongguan,2006-06-11,0,27.0511932395974,87.9842737434099,99.0672547035688,2006,6,23,12
东莞市,Dongguan,2006-06-18,0,28.8581792872993,82.0737992230583,21.2675625149031,2006,6,24,13
东莞市,Dongguan,2006-06-25,0,29.6878752247118,81.8565387820547,59.836261763727,2006,6,25,13
东莞市,Dongguan,2006-07-02,0,30.1506333670073,83.1844579329609,35.8308042448534,2006,7,26,14
东莞市,Dongguan,2006-07-09,0,30.1915687778564,84.4025083053742,105.807608316328,2006,7,27,14
东莞市,Dongguan,2006-07-16,0,29.5250983266234,84.260385451125,70.7160260233029,2006,7,28,15
东莞市,Dongguan,2006-07-23,0,28.8544242553971,84.0593764405147,67.9588591696258,2006,7,29,15
东莞市,Dongguan,2006-07-30,0,28.1383301329598,83.8308921759432,147.727493317498,2006,7,30,16
东莞市,Dongguan,2006-08-06,0,28.9915209901726,83.7686122243256,28.4273337723587,2006,8,31,16
东莞市,Dongguan,2006-08-13,0,30.0040662475417,80.6703523879809,16.8270061821499,2006,8,32,17
东莞市,Dongguan,2006-08-20,0,29.1225031824712,80.0599891560039,34.417901008098,2006,8,33,17
东莞市,Dongguan,2006-08-27,0,29.6526110856156,80.9505549082073,28.9910823902259,2006,8,34,18
东莞市,Dongguan,2006-09-03,0,28.1960415968263,87.0821899432454,81.1408330079119,2006,9,35,18
东莞市,Dongguan,2006-09-10,0,24.3095673414184,78.6815038796084,51.8287315726332,2006,9,36,19
东莞市,Dongguan,2006-09-17,0,26.2449841854006,66.1140363627962,0.611568875974734,2006,9,37,19
东莞市,Dongguan,2006-09-24,0,27.3128989255147,70.0661480874506,0.377452715974128,2006,9,38,20
东莞市,Dongguan,2006-10-01,0,27.0771987112628,63.5649211328425,2.23339305092543,2006,10,39,20
东莞市,Dongguan,2006-10-08,0,26.5420550199144,78.7572912094993,16.9068478811193,2006,10,40,21
东莞市,Dongguan,2006-10-15,0,26.8394333645775,78.7198443187983,14.1439545920473,2006,10,41,21
东莞市,Dongguan,2006-10-22,0,26.1212062879592,66.8744581612824,4.22524986504364,2006,10,42,22
东莞市,Dongguan,2006-10-29,0,23.9297852424224,45.6857047448125,0.0,2006,10,43,22
东莞市,Dongguan,2006-11-05,0,23.5718760085141,55.8471712099154,0.0,2006,11,44,23
东莞市,Dongguan,2006-11-12,0,23.3290100478362,66.9652399092637,7.66104719630616,2006,11,45,23
东莞市,Dongguan,2006-11-19,0,21.4851034587809,78.6804040899166,52.3203908740822,2006,11,46,24
东莞市,Dongguan,2006-11-26,0,19.1155706350313,76.1220361685949,27.6784788586824,2006,11,47,24
东莞市,Dongguan,2006-12-03,0,19.8790584214803,65.9877505057584,0.502506805832515,2006,12,48,25
东莞市,Dongguan,2006-12-10,0,16.915758796894,67.7898660939085,22.7751264672187,2006,12,49,25
东莞市,Dongguan,2006-12-17,0,14.3232705322058,40.969121127757,0.0,2006,12,50,26
东莞市,Dongguan,2006-12-24,0,14.7018289078169,43.6666071464803,0.0,2006,12,51,26
东莞市,Dongguan,2006-12-31,0,16.5145466991642,62.3773615823748,1.06461844390381,2006,12,52,27
东莞市,Dongguan,2007-01-07,0,14.3434749032369,45.4460349828131,1.41879547152677,2007,1,1,1
东莞市,Dongguan,2007-01-14,0,16.2212935558553,66.7737948067272,9.69189912385404,2007,1,2,1
东莞市,Dongguan,2007-01-21,0,13.2095483111319,68.252660782366,3.38276846384366,2007,1,3,2
东莞市,Dongguan,2007-01-28,0,13.7662275350617,31.5102062692141,0.0,2007,1,4,2
东莞市,Dongguan,2007-02-04,0,19.1315843210437,67.1611194231048,1.2194477672641,2007,2,5,3
东莞市,Dongguan,2007-02-11,0,21.0487085179605,79.2746863326851,6.09695765015805,2007,2,6,3
东莞市,Dongguan,2007-02-18,0,19.4299244059291,84.3170266091431,34.0861942078493,2007,2,7,4
东莞市,Dongguan,2007-02-25,0,20.5764182894005,74.8121573540923,11.847077339335,2007,2,8,4
东莞市,Dongguan,2007-03-04,0,15.4639612220596,81.4943932176955,27.6851379125775,2007,3,9,5
东莞市,Dongguan,2007-03-11,0,19.8709950604677,83.6210734116685,7.18878427996268,2007,3,10,5
东莞市,Dongguan,2007-03-18,0,18.7344155186835,72.7236833312218,21.1673689042398,2007,3,11,6
东莞市,Dongguan,2007-03-25,0,23.9524019135415,87.2769251337832,31.7715241543659,2007,3,12,6
东莞市,Dongguan,2007-04-01,0,17.0994663404156,83.0012526925849,39.1587896329721,2007,4,13,7
东莞市,Dongguan,2007-04-08,0,20.2420484566141,69.0197098082685,6.19631027306763,2007,4,14,7
东莞市,Dongguan,2007-04-15,0,23.7675158499098,76.870823862233,34.7086953962763,2007,4,15,8
东莞市,Dongguan,2007-04-22,0,23.9520495999547,81.5934243832931,67.6508441946265,2007,4,16,8
东莞市,Dongguan,2007-04-29,0,24.6357566556177,78.5776412690019,50.3456203628153,2007,4,17,9
东莞市,Dongguan,2007-05-06,0,26.648981888075,65.9103936973855,0.0533326413034047,2007,5,18,9
东莞市,Dongguan,2007-05-13,0,27.1527001124555,73.2177319992295,35.5629568150081,2007,5,19,10
东莞市,Dongguan,2007-05-20,0,26.821875855283,88.8288965265378,206.808245431069,2007,5,20,10
东莞市,Dongguan,2007-05-27,0,28.6238725701805,84.8374584415211,84.0131485682561,2007,5,21,11
东莞市,Dongguan,2007-06-03,0,27.9153458247458,88.225526311314,148.127379542799,2007,6,22,11
东莞市,Dongguan,2007-06-10,0,27.1936786740212,88.8562258418367,163.836338793778,2007,6,23,12
东莞市,Dongguan,2007-06-17,0,29.4551558962464,81.6358268071026,26.3886374317903,2007,6,24,12
东莞市,Dongguan,2007-06-24,0,28.929291449953,86.0285936388245,95.073591852845,2007,6,25,13
东莞市,Dongguan,2007-07-01,0,28.8973874347047,83.6828717315746,67.9420200326737,2007,7,26,13
东莞市,Dongguan,2007-07-08,0,30.7444687245835,80.0717937963106,4.95812192785951,2007,7,27,14
东莞市,Dongguan,2007-07-15,0,30.6474642534694,80.1285253813681,17.8267267265814,2007,7,28,14
东莞市,Dongguan,2007-07-22,0,30.3106892588609,77.1473216543964,2.31853114659406,2007,7,29,15
东莞市,Dongguan,2007-07-29,0,30.2794542575986,75.577913275501,8.43405013174811,2007,7,30,15
东莞市,Dongguan,2007-08-05,0,28.3904697290849,83.7192634683473,73.9929252622777,2007,8,31,16
东莞市,Dongguan,2007-08-12,1,27.9319963731455,85.6736539979445,97.260396219971,2007,8,32,16
东莞市,Dongguan,2007-08-19,0,28.4244833823864,85.441513821808,59.5463838259228,2007,8,33,17
东莞市,Dongguan,2007-08-26,1,28.6506554822446,82.1016719559458,26.8829990573633,2007,8,34,17
东莞市,Dongguan,2007-09-02,0,27.1185092722903,79.0703266144318,61.2963586311499,2007,9,35,18
东莞市,Dongguan,2007-09-09,0,28.8807311568025,74.6794850513644,5.4542759398813,2007,9,36,18
东莞市,Dongguan,2007-09-16,0,28.460992913194,61.2839448131487,0.298667766221315,2007,9,37,19
东莞市,Dongguan,2007-09-23,0,27.5909162875386,77.7359448754416,45.3355307696582,2007,9,38,19
东莞市,Dongguan,2007-09-30,0,28.4538300276076,72.9174310690003,14.1551976114916,2007,9,39,20
东莞市,Dongguan,2007-10-07,0,26.8625623616285,61.3661703895179,1.48572454970675,2007,10,40,20
东莞市,Dongguan,2007-10-14,0,23.9868148361622,47.9848522887249,9.26980499270736e-06,2007,10,41,21
东莞市,Dongguan,2007-10-21,0,24.6346345299327,66.1529906282148,0.0010404050921631,2007,10,42,21
东莞市,Dongguan,2007-10-28,0,21.9462553817118,64.9638248157138,54.8710430822878,2007,10,43,22
东莞市,Dongguan,2007-11-04,0,21.4823338630137,46.459394121135,1.5442274259262,2007,11,44,22
东莞市,Dongguan,2007-11-11,0,20.938854501172,65.2338587419157,0.0,2007,11,45,23
东莞市,Dongguan,2007-11-18,0,19.2302180166208,52.7343393428833,0.93806348842619,2007,11,46,23
东莞市,Dongguan,2007-11-25,0,16.747421172679,39.2679092755064,0.0013223543902587,2007,11,47,24
东莞市,Dongguan,2007-12-02,0,17.2590523148228,48.1038650525802,3.08993499756912e-06,2007,12,48,24
东莞市,Dongguan,2007-12-09,0,19.5739672275759,66.3449721218803,0.433665508787835,2007,12,49,25
东莞市,Dongguan,2007-12-16,0,19.7372703388896,68.7659718245304,0.452806724433891,2007,12,50,25
东莞市,Dongguan,2007-12-23,0,17.0269365863741,70.546266649106,13.8341329773256,2007,12,51,26
东莞市,Dongguan,2007-12-30,0,12.9382676249717,32.9916748925126,0.0,2007,12,52,26
东莞市,Dongguan,2008-01-06,0,20.2512546523573,69.1312730948133,6.5266127557861,2008,1,1,1
东莞市,Dongguan,2008-01-13,0,13.3624174665334,61.6843264464097,2.87842540716215,2008,1,2,1
东莞市,Dongguan,2008-01-20,0,13.0537049308141,71.3468555949866,20.8415182508178,2008,1,3,2
东莞市,Dongguan,2008-01-27,0,7.54012654538083,89.7990257034622,41.4470237446815,2008,1,4,2
东莞市,Dongguan,2008-02-03,0,9.28378451867431,66.5923121941567,10.1107291315152,2008,2,5,3
东莞市,Dongguan,2008-02-10,0,10.6585077722467,44.9750034931632,0.0150409184973163,2008,2,6,3
东莞市,Dongguan,2008-02-17,1,15.6697911620008,64.58927335,2.30375700872862,2008,2,7,4
东莞市,Dongguan,2008-02-24,0,14.9493938592708,61.6935882257798,8.74424207933657,2008,2,8,4
东莞市,Dongguan,2008-03-02,0,18.3165833912308,47.4125596002114,0.0804390428860494,2008,3,9,5
东莞市,Dongguan,2008-03-09,0,21.1902259901487,68.605463893968,1.41153891096125,2008,3,10,5
东莞市,Dongguan,2008-03-16,0,22.0911634432096,80.6326504116336,30.2647535446905,2008,3,11,6
东莞市,Dongguan,2008-03-23,0,20.4869112143479,70.886289926129,14.4443040270993,2008,3,12,6
东莞市,Dongguan,2008-03-30,0,19.6177058700565,86.163833601246,17.480055716574,2008,3,13,7
东莞市,Dongguan,2008-04-06,0,25.9335368651771,83.3442540128327,10.7725910198815,2008,4,14,7
东莞市,Dongguan,2008-04-13,1,25.3747322285345,77.3820877236915,95.6986031772681,2008,4,15,8
东莞市,Dongguan,2008-04-20,0,23.2879304648725,74.5422139006528,22.5676506171708,2008,4,16,8
东莞市,Dongguan,2008-04-27,0,23.8148346834824,82.5633140353393,45.8438987031761,2008,4,17,9
东莞市,Dongguan,2008-05-04,0,26.2758980903512,80.4368199844374,36.7535197021455,2008,5,18,9
东莞市,Dongguan,2008-05-11,0,25.381360620645,66.0819640590544,2.17084764163665,2008,5,19,10
东莞市,Dongguan,2008-05-18,0,24.8919898331959,82.3707576835297,66.5620922160926,2008,5,20,10
东莞市,Dongguan,2008-05-25,0,26.9900924584493,88.9217058223634,108.527919004381,2008,5,21,11
东莞市,Dongguan,2008-06-01,0,25.8948996340128,88.9420768720785,290.912431926123,2008,6,22,11
东莞市,Dongguan,2008-06-08,0,27.1003097621108,89.8963343251933,170.414660120661,2008,6,23,12
东莞市,Dongguan,2008-06-15,0,27.4628494551535,87.510337146842,120.923107642134,2008,6,24,12
东莞市,Dongguan,2008-06-22,0,28.2148317500219,86.2108452250951,320.687700836838,2008,6,25,13
东莞市,Dongguan,2008-06-29,0,28.2970795945013,84.0706819360718,66.5026823168874,2008,6,26,13
东莞市,Dongguan,2008-07-06,0,27.0558845671644,89.3850517800895,105.804000653504,2008,7,27,14
东莞市,Dongguan,2008-07-13,0,28.4745817820459,84.5837806039833,62.5822904083897,2008,7,28,14
东莞市,Dongguan,2008-07-20,0,30.1481662437121,78.9581298361461,4.72427644503872,2008,7,29,15
东莞市,Dongguan,2008-07-27,0,29.7908374470068,77.7842193191514,27.4296568534577,2008,7,30,15
东莞市,Dongguan,2008-08-03,0,28.1843115271054,83.9086492295049,89.5314746388034,2008,8,31,16
东莞市,Dongguan,2008-08-10,0,28.9180908317934,82.6645101290503,21.3983983576847,2008,8,32,16
东莞市,Dongguan,2008-08-17,0,29.6211355207465,78.4726107217261,56.2975457279831,2008,8,33,17
东莞市,Dongguan,2008-08-24,0,28.9794487035328,81.6414877290933,25.0670293432663,2008,8,34,17
东莞市,Dongguan,2008-08-31,0,27.8345830261151,83.5252256880748,68.0176272747801,2008,8,35,18
东莞市,Dongguan,2008-09-07,0,29.1391736716291,72.3563538933436,14.176237911182,2008,9,36,18
东莞市,Dongguan,2008-09-14,0,29.3316387204241,73.7157707633699,24.6512664343525,2008,9,37,19
东莞市,Dongguan,2008-09-21,0,28.6906844044696,80.0165289915608,61.0566741289357,2008,9,38,19
东莞市,Dongguan,2008-09-28,0,26.8096881265996,67.5567717886478,10.0831100354366,2008,9,39,20
东莞市,Dongguan,2008-10-05,1,25.7195238084601,71.7456097160304,55.8469335050159,2008,10,40,20
东莞市,Dongguan,2008-10-12,1,26.0821291186028,70.6260656698763,11.477508355433,2008,10,41,21
东莞市,Dongguan,2008-10-19,0,26.8958558821529,72.490353305538,1.06078516578125,2008,10,42,21
东莞市,Dongguan,2008-10-26,0,26.3121580347247,67.6982645709827,1.29240569413206,2008,10,43,22
东莞市,Dongguan,2008-11-02,0,25.01829085,77.3638425729312,12.9043383755706,2008,11,44,22
东莞市,Dongguan,2008-11-09,1,19.6431215844652,47.2014004367975,0.0238036346658338,2008,11,45,23
东莞市,Dongguan,2008-11-16,0,19.4535690368099,47.5613917649197,0.0,2008,11,46,23
东莞市,Dongguan,2008-11-23,0,18.4305695792282,38.053207072644,0.106135352065123,2008,11,47,24
东莞市,Dongguan,2008-11-30,0,16.1600545019855,36.9338251547378,1.52524706331757,2008,11,48,24
东莞市,Dongguan,2008-12-07,0,16.142254044013,34.7806314910644,0.0281817915353414,2008,12,49,25
东莞市,Dongguan,2008-12-14,0,15.9605118304459,40.7332557444728,0.0,2008,12,50,25
东莞市,Dongguan,2008-12-21,0,16.0156766255386,50.5305841921193,0.17642988131745,2008,12,51,26
东莞市,Dongguan,2008-12-28,0,14.7538191406788,54.453104862498,3.22332186512485,2008,12,52,26
东莞市,Dongguan,2009-01-04,0,14.3978450828901,48.4537063731179,0.0,2009,1,1,1
东莞市,Dongguan,2009-01-11,0,11.5757366161833,31.2636826452265,0.0,2009,1,2,1
东莞市,Dongguan,2009-01-18,0,16.2159838424667,55.0624497445125,0.158123501311339,2009,1,3,2
东莞市,Dongguan,2009-01-25,0,12.0085267576172,68.8751612127438,5.02166178641113,2009,1,4,2
东莞市,Dongguan,2009-02-01,0,19.4040129849586,68.8591449082338,0.48225967212677,2009,2,5,3
东莞市,Dongguan,2009-02-08,0,21.7640134741298,74.163033039907,2.09014261394317,2009,2,6,3
东莞市,Dongguan,2009-02-15,0,21.5273428712915,76.0665130781448,3.15412392950075,2009,2,7,4
东莞市,Dongguan,2009-02-22,0,23.6455883140627,79.2432192772347,2.64413316363371,2009,2,8,4
东莞市,Dongguan,2009-03-01,0,15.926428714495,79.9256172964502,48.751676670528,2009,3,9,5
东莞市,Dongguan,2009-03-08,0,17.2390267263551,76.5214352915464,9.55754882862583,2009,3,10,5
东莞市,Dongguan,2009-03-15,0,21.6375325898382,74.7754488538976,1.82400434702179,2009,3,11,6
东莞市,Dongguan,2009-03-22,0,21.4927606847494,84.8007660235091,102.187401144538,2009,3,12,6
东莞市,Dongguan,2009-03-29,0,19.5805308877045,72.9828843652297,25.5044577613761,2009,3,13,7
东莞市,Dongguan,2009-04-05,0,20.5652442407756,69.6004042007502,12.0165211445324,2009,4,14,7
东莞市,Dongguan,2009-04-12,0,23.709916261435,82.6142174584057,42.1360359652743,2009,4,15,8
东莞市,Dongguan,2009-04-19,0,24.8575016133536,78.6917114435692,60.3380262121366,2009,4,16,8
东莞市,Dongguan,2009-04-26,0,23.1253793013011,62.9576601426758,0.432768425892649,2009,4,17,9
东莞市,Dongguan,2009-05-03,0,24.7564930286877,64.439619042322,0.646522973216261,2009,5,18,9
东莞市,Dongguan,2009-05-10,0,27.3245450984871,74.0815265081526,2.48964185763155,2009,5,19,10
东莞市,Dongguan,2009-05-17,0,26.7731361552895,84.4511395942764,110.139926935893,2009,5,20,10
东莞市,Dongguan,2009-05-24,0,25.2365053650626,81.4224838158841,83.5816261814144,2009,5,21,11
东莞市,Dongguan,2009-05-31,0,27.5385727063685,76.1263741319923,35.4155690543901,2009,5,22,11
东莞市,Dongguan,2009-06-07,0,27.3279468989696,85.6894419206922,104.902821195524,2009,6,23,12
东莞市,Dongguan,2009-06-14,0,28.7526356065334,82.1371389197246,49.4815069350689,2009,6,24,12
东莞市,Dongguan,2009-06-21,0,28.841965901189,85.1642311954105,71.2932170806149,2009,6,25,13
东莞市,Dongguan,2009-06-28,0,28.7929063767736,85.4897890612605,59.018544627871,2009,6,26,13
东莞市,Dongguan,2009-07-05,0,29.29286252,80.6609139368776,51.517772834192,2009,7,27,14
东莞市,Dongguan,2009-07-12,0,30.0986827051988,77.3130755008889,15.0308750123649,2009,7,28,14
东莞市,Dongguan,2009-07-19,0,29.1482245557502,82.1549206630612,64.5384480450267,2009,7,29,15
东莞市,Dongguan,2009-07-26,0,29.4313755926753,83.8209038464022,36.1261499834276,2009,7,30,15
东莞市,Dongguan,2009-08-02,0,29.8985079305689,81.1970881018544,57.3715636117551,2009,8,31,16
东莞市,Dongguan,2009-08-09,0,28.8651556629012,84.2414835954649,89.1585744363442,2009,8,32,16
东莞市,Dongguan,2009-08-16,0,29.9553010505639,78.3589392920737,16.4558889332654,2009,8,33,17
东莞市,Dongguan,2009-08-23,0,29.8961043340107,80.7950414945183,30.1905183944509,2009,8,34,17
东莞市,Dongguan,2009-08-30,0,29.4779601602251,76.0946651194966,13.2282215061901,2009,8,35,18
东莞市,Dongguan,2009-09-06,0,29.4170505008231,76.073770638017,15.316213685596,2009,9,36,18
东莞市,Dongguan,2009-09-13,0,28.9968439283141,81.4222297787073,54.5799010373041,2009,9,37,19
东莞市,Dongguan,2009-09-20,0,29.0869734386959,72.2541146418764,8.51988187416349,2009,9,38,19
东莞市,Dongguan,2009-09-27,0,27.3380664273336,70.4613666995513,63.3725458060495,2009,9,39,20
东莞市,Dongguan,2009-10-04,0,26.3644396970755,49.2544233342043,0.0195961751806637,2009,10,40,20
东莞市,Dongguan,2009-10-11,0,26.6214364556955,66.5523640850219,1.82580055869782,2009,10,41,21
东莞市,Dongguan,2009-10-18,0,25.4675849205541,62.9190128735542,11.6570608518428,2009,10,42,21
东莞市,Dongguan,2009-10-25,0,24.5116387845758,64.8498714590464,0.35121591235412,2009,10,43,22
东莞市,Dongguan,2009-11-01,0,21.606306917397,45.8263857360901,0.0107521086212164,2009,11,44,22
东莞市,Dongguan,2009-11-08,0,22.1144300611461,82.0889495388086,38.1816627262414,2009,11,45,23
东莞市,Dongguan,2009-11-15,0,12.2180477547346,67.2213983058122,10.5702544078525,2009,11,46,23
东莞市,Dongguan,2009-11-22,0,18.5294090574445,61.3952189657184,0.152814862276306,2009,11,47,24
东莞市,Dongguan,2009-11-29,0,16.9098747696189,56.5309044350368,0.271376323550409,2009,11,48,24
东莞市,Dongguan,2009-12-06,0,18.0861402159176,76.3573346762681,18.4824006747023,2009,12,49,25
东莞市,Dongguan,2009-12-13,0,14.8359998062254,71.4162060915819,11.4521216059097,2009,12,50,25
东莞市,Dongguan,2009-12-20,0,15.9087564543167,60.3209371454215,0.418754093787234,2009,12,51,26
东莞市,Dongguan,2009-12-27,0,14.1379496757147,77.3453520371618,44.0010215698043,2009,12,52,26
东莞市,Dongguan,2010-01-03,0,14.1234636228001,81.8441673672341,25.7696394944539,2010,1,53,1
东莞市,Dongguan,2010-01-10,0,13.4822285882133,58.7526110923878,12.8601594279638,2010,1,1,1
东莞市,Dongguan,2010-01-17,0,17.1066583594026,77.6907092632973,5.66103982559904,2010,1,2,2
东莞市,Dongguan,2010-01-24,0,16.8527118650135,79.8753994744128,7.42412814084985,2010,1,3,2
