year,month,temperature,temp_max,temp_min,humidity,precip_total_mm,precip_daily_mm
2007,4,21.25,25.19333333333333,17.709999999999997,79.13333333333334,181.6,6.053333333333333
2007,5,25.93548387096774,30.219354838709677,22.5,80.87096774193549,315.7,10.183870967741935
2007,6,27.683333333333334,31.026666666666667,25.283333333333335,86.83333333333333,423.9,14.129999999999999
2007,7,29.04516129032258,32.74193548387097,26.041935483870965,80.61290322580645,79.2,2.5548387096774197
2007,8,28.151612903225807,31.83225806451613,25.55483870967742,83.25806451612904,225.7,7.280645161290322
2007,9,26.93,30.503333333333334,24.15,77.03333333333333,109.7,3.6566666666666667
2007,10,24.887096774193548,29.43548387096774,21.041935483870965,66.6774193548387,66.30000000000001,2.1387096774193552
2007,11,19.10666666666667,24.266666666666666,14.79,57.733333333333334,15.0,0.5
2007,12,17.470967741935485,22.46451612903226,13.493548387096775,65.7741935483871,27.6,0.8903225806451613
2008,1,13.106451612903227,17.529032258064515,9.600000000000001,66.16129032258064,78.69999999999999,2.5387096774193543
2008,2,11.696551724137931,15.675862068965518,8.420689655172414,64.44827586206897,40.0,1.3793103448275863
2008,3,20.074193548387097,25.26451612903226,15.435483870967742,72.70967741935483,65.6,2.116129032258064
2008,4,23.296666666666667,27.113333333333333,20.490000000000002,81.2,207.0,6.9
2008,5,25.274193548387096,28.980645161290322,22.503225806451614,82.7741935483871,227.3,7.33225806451613
2008,6,26.553333333333335,29.85666666666667,24.45,88.7,900.9,30.029999999999998
2008,7,28.18064516129032,31.793548387096774,25.47741935483871,83.0,214.2,6.909677419354838
2008,8,27.958064516129035,31.506451612903227,25.154838709677417,82.70967741935483,164.9,5.319354838709677
2008,9,27.94,31.946666666666665,25.02,79.16666666666667,122.1,4.069999999999999
2008,10,25.403225806451612,29.219354838709677,22.164516129032258,77.12903225806451,123.10000000000001,3.970967741935484
2008,11,19.58,24.666666666666668,15.35,59.9,21.099999999999998,0.7033333333333333
2008,12,15.432258064516128,21.148387096774194,10.390322580645162,56.16129032258065,9.1,0.29354838709677417
2009,1,12.864516129032259,18.425806451612903,7.941935483870967,54.096774193548384,10.3,0.33225806451612905
2009,2,21.410714285714285,26.72142857142857,17.375,74.60714285714286,8.4,0.3
2009,3,19.02258064516129,23.154838709677417,15.635483870967741,78.80645161290323,205.9,6.641935483870968
2009,4,22.166666666666668,26.023333333333333,19.07,77.6,123.8,4.126666666666667
2009,5,25.006451612903227,28.94193548387097,21.806451612903224,79.93548387096774,261.90000000000003,8.448387096774194
2009,6,27.376666666666665,31.076666666666664,24.813333333333333,84.76666666666667,333.1,11.103333333333333
2009,7,28.448387096774194,32.04838709677419,25.799999999999997,83.25806451612904,211.4,6.819354838709677
2009,8,28.925806451612903,32.66129032258065,26.048387096774192,83.03225806451613,141.6,4.567741935483871
2009,9,28.33,32.02,25.34,79.06666666666666,129.1,4.303333333333333
2009,10,25.261290322580646,29.903225806451612,21.43548387096774,67.74193548387096,5.6,0.18064516129032257
2009,11,17.56,22.403333333333332,13.406666666666666,67.3,70.9,2.3633333333333337
2009,12,15.261290322580646,19.551612903225806,11.55483870967742,71.12903225806451,61.400000000000006,1.9806451612903229
2010,1,14.96774193548387,18.816129032258065,11.983870967741936,78.7741935483871,84.10000000000001,2.712903225806452
2010,2,17.157142857142855,20.54642857142857,14.49642857142857,83.03571428571429,88.5,3.1607142857142856
2010,3,19.65806451612903,23.95483870967742,15.858064516129033,76.19354838709677,69.9,2.2548387096774194
2010,4,21.02,24.583333333333332,18.209999999999997,83.9,244.7,8.156666666666666
2010,5,25.63225806451613,29.183870967741935,22.80322580645161,85.6774193548387,349.5,11.274193548387096
2010,6,26.503333333333334,29.416666666666668,24.383333333333333,86.56666666666666,423.09999999999997,14.103333333333332
2010,7,28.664516129032258,32.25483870967742,25.983870967741936,82.7741935483871,184.9,5.964516129032258
2010,8,28.258064516129032,31.86774193548387,25.596774193548388,83.70967741935483,173.9,5.609677419354839
2010,9,27.40666666666667,30.836666666666666,24.936666666666667,85.1,373.6,12.453333333333335
2010,10,23.229032258064517,26.770967741935483,20.51290322580645,69.61290322580645,51.800000000000004,1.670967741935484
2010,11,19.636666666666667,24.936666666666667,15.16,64.3,0.9,0.030000000000000002
2010,12,15.47741935483871,20.716129032258067,10.764516129032257,63.70967741935484,20.7,0.667741935483871
2011,1,10.254838709677419,14.52258064516129,7.161290322580645,56.96774193548387,19.1,0.6161290322580646
2011,2,15.475,19.982142857142858,11.728571428571428,73.0,47.0,1.6785714285714286
2011,3,16.845161290322583,21.20967741935484,13.52258064516129,65.0,34.2,1.103225806451613
2011,4,23.336666666666666,28.346666666666668,18.95,72.16666666666667,129.8,4.326666666666667
2011,5,24.896774193548385,28.629032258064516,21.83225806451613,81.80645161290323,197.4,6.367741935483871
2011,6,28.083333333333332,31.60666666666667,25.446666666666665,83.06666666666666,265.0,8.833333333333334
2011,7,28.25483870967742,31.94193548387097,25.583870967741937,84.03225806451613,324.5,10.46774193548387
2011,8,28.770967741935483,32.59032258064516,25.664516129032258,79.03225806451613,69.3,2.235483870967742
2011,9,27.223333333333336,31.173333333333336,24.236666666666668,75.13333333333334,100.19999999999999,3.3399999999999994
2011,10,23.370967741935484,27.299999999999997,20.251612903225805,74.0,214.0,6.903225806451613
2011,11,21.553333333333335,25.84,18.09333333333333,74.26666666666667,89.0,2.966666666666667
2011,12,14.3,19.174193548387095,10.490322580645161,50.354838709677416,0.4,0.012903225806451613
2012,1,12.37741935483871,15.577419354838709,9.938709677419356,75.03225806451613,80.5,2.596774193548387
2012,2,14.43448275862069,17.862068965517242,11.62758620689655,78.86206896551724,102.3,3.527586206896552
2012,3,18.703225806451613,22.86774193548387,15.361290322580645,81.09677419354838,81.8,2.638709677419355
2012,4,23.616666666666667,27.153333333333332,20.866666666666667,86.3,479.5,15.983333333333333
2012,5,26.612903225806452,30.212903225806453,24.25483870967742,85.54838709677419,259.7,8.37741935483871
2012,6,27.576666666666664,30.773333333333333,25.243333333333332,84.73333333333333,314.5,10.483333333333333
2012,7,28.006451612903227,31.36774193548387,25.47741935483871,84.45161290322581,279.3,9.009677419354839
2012,8,28.574193548387097,32.325806451612905,25.751612903225805,81.90322580645162,125.4,4.04516129032258
2012,9,26.43,30.353333333333335,23.62,77.33333333333333,108.0,3.6
2012,10,24.448387096774194,28.729032258064517,20.506451612903227,71.7741935483871,94.7,3.0548387096774197
2012,11,19.740000000000002,23.44,16.756666666666668,78.1,183.6,6.12
2012,12,14.848387096774195,18.37741935483871,11.67741935483871,76.12903225806451,76.8,2.47741935483871
2013,1,13.983870967741936,18.490322580645163,10.364516129032259,71.0,6.6,0.2129032258064516
2013,2,17.860714285714288,21.946428571428573,14.714285714285714,76.25,26.7,0.9535714285714285
2013,3,20.47741935483871,24.932258064516127,16.780645161290323,77.96774193548387,251.4,8.109677419354838
2013,4,21.740000000000002,25.279999999999998,19.126666666666665,84.1,288.3,9.610000000000001
2013,5,25.509677419354837,29.038709677419355,23.080645161290324,87.03225806451613,435.2,14.038709677419355
2013,6,27.623333333333335,30.936666666666667,25.14,84.4,293.0,9.766666666666667
2013,7,27.370967741935484,30.812903225806455,25.103225806451615,86.09677419354838,243.70000000000002,7.861290322580646
2013,8,27.748387096774195,31.019354838709678,25.42258064516129,86.54838709677419,404.0,13.03225806451613
2013,9,26.776666666666664,30.416666666666668,24.033333333333335,81.1,221.6,7.386666666666667
2013,10,24.0258064516129,28.541935483870965,20.238709677419354,63.354838709677416,1.8,0.05806451612903226
2013,11,19.73,23.853333333333335,16.25,66.43333333333334,65.1,2.17
2013,12,12.72258064516129,17.825806451612905,8.638709677419355,60.064516129032256,136.0,4.387096774193548
2014,1,14.319354838709677,20.193548387096776,9.170967741935485,63.61290322580645,3.0,0.0967741935483871
2014,2,14.049999999999999,18.321428571428573,10.439285714285715,74.57142857142857,51.4,1.8357142857142856
2014,3,18.64516129032258,22.593548387096774,15.696774193548388,80.3225806451613,221.1,7.132258064516129
2014,4,23.316666666666666,26.803333333333335,20.686666666666667,82.26666666666667,159.1,5.303333333333333
2014,5,25.66774193548387,28.83225806451613,23.461290322580645,88.29032258064517,527.4,17.01290322580645
2014,6,28.55,32.086666666666666,25.973333333333336,84.16666666666667,281.7,9.389999999999999
2014,7,28.951612903225808,32.50322580645162,26.16774193548387,83.06451612903226,154.9,4.996774193548387
2014,8,28.396774193548385,31.94193548387097,25.77741935483871,84.61290322580645,229.1,7.390322580645161
2014,9,27.863333333333333,31.53666666666667,25.053333333333335,81.5,93.10000000000001,3.1033333333333335
2014,10,25.01290322580645,29.648387096774194,21.096774193548388,68.16129032258064,6.8,0.21935483870967742
2014,11,20.88,24.543333333333333,17.990000000000002,73.06666666666666,44.1,1.47
2014,12,13.496774193548386,17.661290322580644,10.13225806451613,58.193548387096776,36.7,1.1838709677419357
2015,1,14.648387096774194,19.648387096774194,10.63225806451613,68.03225806451613,59.4,1.9161290322580644
2015,2,17.467857142857145,21.914285714285715,14.049999999999999,72.53571428571429,43.1,1.5392857142857144
2015,3,19.858064516129033,23.567741935483873,17.212903225806453,80.96774193548387,68.3,2.203225806451613
2015,4,22.85,27.386666666666667,18.986666666666668,76.63333333333334,103.0,3.433333333333333
2015,5,26.070967741935487,29.335483870967742,24.03548387096774,89.74193548387096,746.1,24.067741935483873
2015,6,28.576666666666664,32.11333333333333,25.966666666666665,84.5,252.7,8.423333333333334
2015,7,28.19677419354839,31.799999999999997,25.761290322580646,82.61290322580645,306.5,9.887096774193548
2015,8,28.4,31.906451612903226,25.75483870967742,82.54838709677419,261.59999999999997,8.438709677419354
2015,9,27.246666666666666,30.723333333333336,24.653333333333332,82.96666666666667,127.2,4.24
2015,10,24.17096774193548,28.093548387096774,21.051612903225806,77.54838709677419,112.0,3.6129032258064515
2015,11,21.60666666666667,25.723333333333336,18.503333333333334,74.53333333333333,27.0,0.9
2015,12,15.216129032258063,18.548387096774192,12.751612903225807,74.51612903225806,174.29999999999998,5.62258064516129
2016,1,13.864516129032259,16.838709677419356,11.36774193548387,78.35483870967742,301.6,9.729032258064517
2016,2,13.46206896551724,17.49655172413793,10.151724137931033,70.24137931034483,40.300000000000004,1.3896551724137933
2016,3,17.42258064516129,21.351612903225806,13.883870967741935,82.09677419354838,215.9,6.964516129032258
2016,4,24.376666666666665,27.84,22.073333333333334,86.9,387.8,12.926666666666668
2016,5,26.206451612903226,29.845161290322583,23.5258064516129,83.51612903225806,258.2,8.329032258064515
2016,6,28.13,31.403333333333332,25.743333333333332,86.46666666666667,367.9,12.263333333333332
2016,7,28.96451612903226,32.44838709677419,26.190322580645162,83.3225806451613,227.7,7.34516129032258
2016,8,28.22258064516129,31.64516129032258,25.80322580645161,84.93548387096774,415.4,13.399999999999999
2016,9,27.086666666666666,30.60666666666667,24.603333333333335,80.6,145.3,4.843333333333334
2016,10,25.461290322580645,28.90967741935484,22.758064516129032,78.83870967741936,161.29999999999998,5.203225806451612
2016,11,19.563333333333333,23.240000000000002,16.493333333333332,78.43333333333334,69.6,2.32
2016,12,16.858064516129033,21.306451612903224,13.26774193548387,67.87096774193549,5.3999999999999995,0.17419354838709675
2017,1,16.493548387096773,20.467741935483872,13.0,72.2258064516129,29.299999999999997,0.9451612903225806
2017,2,15.87142857142857,20.664285714285715,11.792857142857143,68.96428571428571,46.3,1.6535714285714285
2017,3,18.822580645161292,22.822580645161292,15.841935483870968,78.29032258064517,112.30000000000001,3.6225806451612907
2017,4,22.46333333333333,26.61,18.88,78.33333333333333,223.5,7.45
2017,5,25.580645161290324,28.9,22.919354838709676,81.19354838709677,278.3,8.97741935483871
2017,6,28.1,31.19333333333333,25.846666666666668,85.4,363.8,12.126666666666667
2017,7,27.874193548387098,31.125806451612902,25.538709677419355,85.51612903225806,379.6,12.245161290322581
2017,8,28.774193548387096,32.05806451612903,26.174193548387095,83.54838709677419,267.1,8.616129032258065
2017,9,28.23,31.446666666666665,25.743333333333332,84.26666666666667,216.4,7.213333333333334
2017,10,24.241935483870968,28.18064516129032,21.16774193548387,70.6774193548387,84.8,2.735483870967742
2017,11,19.616666666666667,22.68,17.006666666666668,72.16666666666667,39.7,1.3233333333333335
2017,12,15.154838709677419,19.151612903225807,11.848387096774195,56.29032258064516,3.5,0.11290322580645161
2018,1,14.316129032258065,18.387096774193548,10.82258064516129,69.06451612903226,69.89999999999999,2.254838709677419
2018,2,14.810714285714285,19.864285714285717,10.667857142857143,65.17857142857143,8.3,0.29642857142857143
2018,3,20.116129032258065,25.016129032258064,16.112903225806452,74.87096774193549,64.0,2.064516129032258
2018,4,22.683333333333334,27.029999999999998,18.75,75.96666666666667,54.5,1.8166666666666667
2018,5,27.39032258064516,31.006451612903227,24.348387096774193,81.41935483870968,230.3,7.429032258064517
2018,6,27.65666666666667,30.90666666666667,25.17,83.53333333333333,539.3,17.976666666666667
2018,7,28.4,31.651612903225807,26.02258064516129,84.6774193548387,215.4,6.948387096774193
2018,8,27.91290322580645,30.90967741935484,25.816129032258065,87.16129032258064,553.3,17.848387096774193
2018,9,27.06,30.296666666666667,24.39333333333333,81.23333333333333,267.1,8.903333333333334
2018,10,23.048387096774192,26.793548387096774,19.809677419354838,70.45161290322581,43.7,1.4096774193548387
2018,11,20.816666666666666,24.726666666666667,17.493333333333332,75.96666666666667,40.8,1.3599999999999999
2018,12,15.63225806451613,19.36774193548387,12.374193548387098,73.48387096774194,31.6,1.0193548387096774
2019,1,15.33548387096774,19.793548387096774,11.541935483870969,70.93548387096774,12.8,0.4129032258064516
2019,2,18.389285714285712,22.842857142857145,14.985714285714286,81.89285714285714,167.7,5.989285714285714
2019,3,19.835483870967742,23.86774193548387,16.625806451612902,82.06451612903226,246.1,7.938709677419355
2019,4,24.13,27.933333333333334,21.246666666666666,85.2,375.5,12.516666666666667
2019,5,25.19677419354839,28.393548387096775,22.896774193548385,85.3225806451613,333.8,10.76774193548387
2019,6,28.206666666666667,31.33,25.813333333333333,85.4,316.8,10.56
2019,7,28.816129032258065,32.0,26.383870967741935,85.03225806451613,259.1,8.358064516129033
2019,8,28.700000000000003,31.948387096774194,26.125806451612902,85.58064516129032,457.1,14.745161290322581
2019,9,27.293333333333333,31.3,23.916666666666668,75.5,173.6,5.786666666666666
2019,10,25.770967741935483,30.1,21.958064516129035,65.96774193548387,23.3,0.7516129032258064
2019,11,21.583333333333332,27.016666666666666,16.853333333333335,56.3,0.2,0.006666666666666667
2019,12,17.393548387096775,22.661290322580644,12.819354838709677,56.74193548387097,7.800000000000001,0.2516129032258065
