city_en,year,month,cases,tem,rhu,pre,index_norm_city,beta_formula,risk_monthly
Chaozhou,2011,1,0,11.65377567115282,65.57870852853549,13.014934141143822,1.0,0.1010340694650806,0.1010340694650806
Chaozhou,2011,2,0,14.766583351902575,74.9911482515451,33.72467024482727,1.0,0.10041090291162001,0.10041090291162001
Chaozhou,2011,3,0,16.775598415415423,62.5478439474073,15.722506456390436,1.0,0.1014988502619634,0.1014988502619634
Chaozhou,2011,4,0,21.738869367612224,69.01898722098265,63.30519356848132,1.0,0.10162080023712958,0.10162080023712958
Chaozhou,2011,5,0,24.38884098702454,83.872773668056,170.5606295187209,1.0,0.10217913021833637,0.10217913021833637
Chaozhou,2011,6,0,27.8574601150571,85.42195056472124,296.0926209814764,1.0,0.10345712201527733,0.10345712201527733
Chaozhou,2011,7,0,28.255446601361506,86.0859907856361,269.25661730356126,1.0,0.10345888454513608,0.10345888454513608
Chaozhou,2011,8,0,27.65565313906155,84.82237486862613,243.93740453802505,1.0,0.10317822142770462,0.10317822142770462
Chaozhou,2011,9,0,26.61334586166235,79.83454911361662,78.66337543417342,1.0,0.10193448998737066,0.10193448998737066
Chaozhou,2011,10,0,23.32153960528178,77.03992717218314,81.11404989730828,1.0,0.10167461385990866,0.10167461385990866
Chaozhou,2011,11,0,19.79225103142753,77.82267718567297,308.6661046450813,1.0,0.10158448789575648,0.10158448789575648
Chaozhou,2011,12,0,14.873160158607124,66.05103687865744,4.156098771392826,1.0,0.101237399287264,0.101237399287264
Chaozhou,2012,1,0,13.27460507508086,80.81456057140137,72.29196119088706,1.0,0.09950356055203056,0.09950356055203056
Chaozhou,2012,2,0,14.922946316584724,84.39723073525693,90.67584805509956,1.0,0.09944648639832956,0.09944648639832956
Chaozhou,2012,3,0,17.894909445172523,78.88159886527666,37.99860159945668,1.0,0.10044875238187687,0.10044875238187687
Chaozhou,2012,4,0,22.74834018887158,84.05828860826384,291.8602201662597,1.0,0.10240022544376734,0.10240022544376734
Chaozhou,2012,5,0,25.43147114222045,83.76597978404455,157.5705912977606,1.0,0.10227135909001797,0.10227135909001797
Chaozhou,2012,6,0,27.310566829709572,87.0677143028438,307.5946345581063,1.0,0.10349296686864151,0.10349296686864151
Chaozhou,2012,7,0,28.223858066715344,84.57624591957287,295.09083953049714,1.0,0.10345744688713746,0.10345744688713746
Chaozhou,2012,8,0,28.2971311617932,83.1147452764102,119.4798216902774,1.0,0.10241257230428348,0.10241257230428348
Chaozhou,2012,9,0,26.12934379271502,75.91513415161916,83.35855063932739,1.0,0.10197547419387636,0.10197547419387636
Chaozhou,2012,10,0,23.040440467655824,69.61025638750932,32.07565549597164,1.0,0.10158861034843192,0.10158861034843192
Chaozhou,2012,11,0,20.12394562615905,77.39614947123877,129.4294339450071,1.0,0.10149074081698156,0.10149074081698156
Chaozhou,2012,12,0,15.18992555871752,74.54010287760418,56.37825077079776,1.0,0.10064891055570176,0.10064891055570176
Chaozhou,2013,1,0,15.336957461673077,69.94305545332658,2.475202938171414,1.0,0.1009230717703606,0.1009230717703606
Chaozhou,2013,2,0,18.006819240594325,76.4182931632104,24.821391526916408,1.0,0.10066656640058165,0.10066656640058165
Chaozhou,2013,3,0,19.48136038346282,74.28754232583982,156.56246252365122,1.0,0.10155267034741174,0.10155267034741174
Chaozhou,2013,4,0,20.3646395688976,78.42834021445697,102.9893011138915,1.0,0.1013424985261438,0.1013424985261438
Chaozhou,2013,5,0,25.829860410087576,89.07413912817877,318.9670833814083,1.0,0.1033037347738659,0.1033037347738659
Chaozhou,2013,6,0,27.497685596256,87.56348630916548,437.8445818652661,1.0,0.10376401138265648,0.10376401138265648
Chaozhou,2013,7,0,27.17308938439255,88.5543231221841,321.2381467471015,1.0,0.10359447257093063,0.10359447257093063
Chaozhou,2013,8,0,27.83742812722205,86.66370939689767,269.03626471313487,1.0,0.10340693708393399,0.10340693708393399
Chaozhou,2013,9,0,26.3999227222943,78.85207756546185,244.8658174507434,1.0,0.10266315838118376,0.10266315838118376
Chaozhou,2013,10,0,23.182908900444225,68.08986723649822,9.86557163128654,1.0,0.10152783146901312,0.10152783146901312
Chaozhou,2013,11,1,19.435216114324376,68.90827624673273,43.2571166122743,1.0,0.10145662165334718,0.10145662165334718
Chaozhou,2013,12,0,13.930891749966738,63.01370431651806,90.02149339822354,1.0,0.10123287726215699,0.10123287726215699
Chaozhou,2014,1,0,13.550974115809623,64.0326803141151,3.290511972869888,1.0,0.10130305197967338,0.10130305197967338
Chaozhou,2014,2,0,13.910900322009336,78.71890093737595,56.38564090383918,1.0,0.09986654175788817,0.09986654175788817
Chaozhou,2014,3,0,17.636463244385,79.98847594576975,115.22655545626802,1.0,0.10082089466386202,0.10082089466386202
Chaozhou,2014,4,0,22.559485163673024,80.40583164668297,92.27590275946062,1.0,0.10147923085878222,0.10147923085878222
Chaozhou,2014,5,0,24.755608530829125,89.76868591069905,385.9389934068921,1.0,0.10328599099162329,0.10328599099162329
Chaozhou,2014,6,0,27.8325241393343,86.43941414526638,344.6301382789318,1.0,0.10365851782487191,0.10365851782487191
Chaozhou,2014,7,0,29.28308124832435,82.69349932621373,151.76595975653092,1.0,0.10279718748580603,0.10279718748580603
Chaozhou,2014,8,0,28.33592505165098,84.34515024544744,194.2933889686586,1.0,0.1029901793931732,0.1029901793931732
Chaozhou,2014,9,21,27.49853728144525,83.00979383848417,129.22185296997017,1.0,0.10238652188842297,0.10238652188842297
Chaozhou,2014,10,81,23.337707032365174,70.16461913560167,4.276470861846936,1.0,0.10147221147665188,2.1309164410096892
Chaozhou,2014,11,33,19.927013109255174,73.80854269687386,59.84637172851575,1.0,0.10134006076852217,8.846987305091986
Chaozhou,2014,12,0,13.309161151435726,60.84022679178428,29.189476254058825,1.0,0.10143655867966862,5.8123148123450115
Chaozhou,2015,1,0,13.942984599584577,71.17365877289197,44.31145557620233,1.0,0.10078385761425206,0.9977601903810954
Chaozhou,2015,2,0,15.678526304856325,74.05540473313502,18.289173938201976,1.0,0.10057608616079229,0.10057608616079229
Chaozhou,2015,3,0,19.07971307958316,79.4722682973577,41.9616368177185,1.0,0.10060785596568915,0.10060785596568915
Chaozhou,2015,4,0,21.92665493280377,74.11896920430745,81.20919185931393,1.0,0.101623266694304,0.101623266694304
Chaozhou,2015,5,0,25.72057128409826,88.3991829523388,415.8408086354674,1.0,0.10345925179887043,0.10345925179887043
Chaozhou,2015,6,1,28.9359774071373,84.79068735376453,131.58334455035418,1.0,0.10258571264958576,0.10258571264958576
Chaozhou,2015,7,1,27.7451139767878,85.11732203893237,280.1943882021792,1.0,0.10336307696176679,0.10336307696176679
Chaozhou,2015,8,119,27.81152364178224,85.60273874788966,299.2944587686563,1.0,0.10347124899535745,0.1345126236939647
Chaozhou,2015,9,1028,26.5111181581521,83.22416189408929,165.50899201870658,1.0,0.10250968336362756,12.229405225280768
Chaozhou,2015,10,203,23.922090921076048,75.9041677677991,36.376047041351406,1.0,0.10148915996887768,107.95401945889519
Chaozhou,2015,11,30,21.93691352538232,74.48242643398888,22.38866329516601,1.0,0.1012896507155476,51.79952737593104
Chaozhou,2015,12,0,16.266817806865326,76.46778399216615,92.07003501284788,1.0,0.10078858713158985,9.161682570261517
Chaozhou,2016,1,0,13.43568321162934,79.66655342117667,179.6547441023857,1.0,0.10024794929087213,0.9022315436178492
Chaozhou,2016,2,0,14.307432603504523,72.86723246571482,31.11033027026385,1.0,0.10059498751892564,0.10059498751892564
Chaozhou,2016,3,0,16.303353492676322,82.97875882459576,151.8173470937196,1.0,0.1004482057081654,0.1004482057081654
Chaozhou,2016,4,0,22.841068863731,88.33653867090982,227.23219321344,1.0,0.10207956445978852,0.10207956445978852
Chaozhou,2016,5,0,26.074492332558243,85.39155957748378,171.1096789090258,1.0,0.10244513940866197,0.10244513940866197
Chaozhou,2016,6,0,28.220068928675477,87.95304196576225,276.4716729623724,1.0,0.1035700482399464,0.1035700482399464
Chaozhou,2016,7,0,28.82249593275528,83.38897712964408,220.8726583993406,1.0,0.10318408199126929,0.10318408199126929
Chaozhou,2016,8,7,27.5652033453998,87.65895636851248,450.639580590282,1.0,0.10377738627416942,0.10377738627416942
Chaozhou,2016,9,120,26.96349671322477,83.53617920114323,220.969400816681,1.0,0.10290918955512042,0.720364326885843
Chaozhou,2016,10,11,24.88854090519446,82.97021965018544,329.07018173795734,1.0,0.1028064108707236,12.552662767315352
Chaozhou,2016,11,7,20.00935475980545,81.2186108831978,119.81529796798726,1.0,0.10118737139730846,4.755806455673498
Chaozhou,2016,12,1,17.407018364750673,72.54362669611437,40.45608268515049,1.0,0.10106342880926852,1.0409533167354659
Chaozhou,2017,1,0,16.48084941040538,77.32362478378536,21.566714084442147,1.0,0.10029021162415723,0.3108996560348874
Chaozhou,2017,2,0,14.9844171307934,68.07730416713267,45.51528378231818,1.0,0.10116245012365248,0.10116245012365248
Chaozhou,2017,3,0,17.721124519446725,79.91594101229458,73.5608433014217,1.0,0.10056744616296905,0.10056744616296905
Chaozhou,2017,4,0,22.52086676396798,80.85900722127323,146.8898869276646,1.0,0.1018109374864548,0.1018109374864548
Chaozhou,2017,5,0,25.2937472403871,82.76434233786742,152.9971425183289,1.0,0.10223979581656883,0.10223979581656883
Chaozhou,2017,6,0,27.4678527360163,89.70680978870558,415.45573715463263,1.0,0.10399550298523488,0.10399550298523488
Chaozhou,2017,7,2,28.078063381500943,87.11247707468176,270.4286730181277,1.0,0.10347739119710653,0.10347739119710653
Chaozhou,2017,8,0,28.89781424956135,82.50333325948063,162.96272734341414,1.0,0.10282333835521494,0.20564667671042988
Chaozhou,2017,9,3,27.96161374081335,81.92154264204237,122.53673690600512,1.0,0.1024069261504193,0.1024069261504193
Chaozhou,2017,10,6,24.36214573403728,70.11805969822154,49.42977156463611,1.0,0.10169505253436563,0.3050851576030969
Chaozhou,2017,11,1,20.6810874955374,74.63864266459872,31.972737778418654,1.0,0.10121603975856759,0.6983906743341164
Chaozhou,2017,12,0,15.83644213674472,61.4564128420472,24.624730348999005,1.0,0.10149343956035266,0.28418163076898745
Chaozhou,2018,1,0,13.195128610012931,73.91473207633767,68.81311861752286,1.0,0.10045530690709228,0.10045530690709228
Chaozhou,2018,2,0,15.8892694494249,69.90793950293424,12.779885736318366,1.0,0.10102119346844037,0.10102119346844037
Chaozhou,2018,3,0,18.84138144931028,70.41319441680464,45.93550458273336,1.0,0.1013614657357978,0.1013614657357978
Chaozhou,2018,4,0,23.32317804457988,72.47071635551715,36.47579530148301,1.0,0.10157120806460902,0.10157120806460902
Chaozhou,2018,5,1,27.94817375710145,76.49927868954038,78.83216537073812,1.0,0.1020855058894636,0.1020855058894636
Chaozhou,2018,6,1,27.178576290955824,84.52524511590815,197.1838870059901,1.0,0.10282743713492717,0.10282743713492717
Chaozhou,2018,7,1,28.428313586209363,83.39253696111261,202.7670774418946,1.0,0.10303064013301165,0.13393983217291516
Chaozhou,2018,8,11,27.4636338943459,86.82280903052137,384.9492888306885,1.0,0.10367620490004828,0.13477906637006276
Chaozhou,2018,9,78,26.721388877442894,77.59096871511382,178.1306412810672,1.0,0.10247877771654383,1.1580101881969453
Chaozhou,2018,10,225,22.25925112949705,75.95216367923052,139.74091957214307,1.0,0.10184268260092334,8.279810095455067
Chaozhou,2018,11,47,20.608126620457625,81.16787399549695,46.63467914862038,1.0,0.10070770772389892,25.01579459861649
Chaozhou,2018,12,7,16.8668018633489,76.05544829946909,38.70207327072152,1.0,0.10063487246842825,11.522692897635036
Chaozhou,2019,1,0,16.204477322405175,73.94781834640767,7.393010166290227,1.0,0.1005950083476178,2.122554676134736
Chaozhou,2019,2,0,17.8836844289661,82.55950999358788,28.242477172149425,1.0,0.09981524957686048,0.20961202411140703
Chaozhou,2019,3,0,18.561288658010803,81.57763361006262,174.88423105838024,1.0,0.10119149505237375,0.10119149505237375
Chaozhou,2019,4,0,22.88548791786095,84.23516850637317,142.2682817762755,1.0,0.10167691698810899,0.10167691698810899
Chaozhou,2019,5,3,24.48568128733785,84.92924355659358,256.6423447661135,1.0,0.10265839881406366,0.10265839881406366
Chaozhou,2019,6,1,27.68885096838344,87.58709277368122,324.105845094909,1.0,0.10365930757965484,0.3109779227389645
Chaozhou,2019,7,2,28.413526006875927,87.04458940235679,260.3105123770755,1.0,0.103482666352312,0.1966170660693928
Chaozhou,2019,8,40,28.73506864438593,84.30809290952158,241.0073121089178,1.0,0.10331544372105776,0.23762552055843283
Chaozhou,2019,9,133,27.3694575346626,74.9650502287324,89.04652814907804,1.0,0.10207947086481627,4.14442651711154
Chaozhou,2019,10,121,24.052981116433926,71.00687528329583,29.22283456368976,1.0,0.10160296739533857,14.732430272324093
Chaozhou,2019,11,60,20.13145974570985,64.91787403481393,0.0822342054748534,1.0,0.10149575562144074,16.330667079489814
Chaozhou,2019,12,4,16.78315983304534,68.33329474316767,52.35368941906794,1.0,0.10130949389172239,9.756104261772865
Dongguan,2005,1,0,14.299616293920518,66.23395157480664,27.139341843907296,0.9224448375266394,0.10121127713818735,0.0933618200955989
Dongguan,2005,2,0,15.338357547472,78.2072150874306,62.57349229304038,0.9224448375266394,0.1002617003128938,0.09248588785527194
Dongguan,2005,3,0,18.3464487936175,75.46172798600736,120.03458162968371,0.9224448375266394,0.10128865846198438,0.09343320009825645
Dongguan,2005,4,0,23.237018487396952,79.21746853713091,125.1377468692897,0.9224448375266394,0.10184935577640661,0.09395041244136029
Dongguan,2005,5,0,27.44114384847814,85.48342516202514,477.2406023734978,0.9224448375266394,0.10335705994642277,0.09534118636950908
Dongguan,2005,6,0,27.77649494132435,86.98428972066513,556.1054100596557,0.9224448375266394,0.10334214183110219,0.09532742523104598
Dongguan,2005,7,0,29.77255788472386,80.37647379037098,173.92924381394,0.9224448375266394,0.10290889261533537,0.09492777672859942
Dongguan,2005,8,0,28.31803225135548,83.83809888317805,307.5897296470424,0.9224448375266394,0.10344199066916442,0.09541953027624953
Dongguan,2005,9,1,28.53060328027475,77.8495026735353,112.7084372708357,0.9224448375266394,0.10235951041590458,0.09442100195490545
Dongguan,2005,10,0,25.37106489315476,63.22740476395492,5.019603936913492,0.9224448375266394,0.10138960777656927,0.09352632027234714
Dongguan,2005,11,0,21.60249555740157,66.0790203619568,24.252216596560043,0.9224448375266394,0.10154559826905882,0.09367021289684736
Dongguan,2005,12,0,15.003564016544075,43.40615682978368,10.11362047966466,0.9224448375266394,0.1008233019842952,0.0930039344178025
Dongguan,2006,1,0,16.463838273492378,66.50591721167774,18.0847180123979,0.9224448375266394,0.10133165436219845,0.09347286144444372
Dongguan,2006,2,0,17.0653898542702,67.25761907796854,52.58676336828607,0.9224448375266394,0.10137509705415197,0.09351293493136452
Dongguan,2006,3,0,19.39852427860555,81.9275089712034,135.58833681303338,0.9224448375266394,0.10111699598932561,0.09327485093655531
Dongguan,2006,4,0,24.26929990632968,83.15470907751784,311.7994428451341,0.9224448375266394,0.1026932801954406,0.09472888616496086
Dongguan,2006,5,0,25.51687683318848,82.068375355705,557.3416082281547,0.9224448375266394,0.10181589815205208,0.09391954962849855
Dongguan,2006,6,0,28.271352913027023,85.55255681821137,332.7396395104949,0.9224448375266394,0.103638274646587,0.09560059141791218
Dongguan,2006,7,0,29.3720109719688,83.9475240611836,428.04079107160806,0.9224448375266394,0.10360021291660823,0.09556548157158593
Dongguan,2006,8,0,29.442675376450275,81.36237716912942,108.66332335283248,0.9224448375266394,0.1024683655017242,0.09452141476685828
Dongguan,2006,9,0,26.51587301229,75.48596956827515,133.95858617249397,0.9224448375266394,0.10222650590783498,0.09429831263306888
Dongguan,2006,10,0,26.101935725227257,66.720443913447,37.50944538913567,0.9224448375266394,0.10158309859446633,0.09370480487842509
Dongguan,2006,11,0,21.875390037540623,69.40371284442266,87.65991692907076,0.9224448375266394,0.10166749374181598,0.09378265474641007
Dongguan,2006,12,0,16.466892671512237,56.1581412912558,24.342251716955023,0.9224448375266394,0.10145530950592148,0.09358692649340465
Dongguan,2007,1,0,14.385136076321452,52.9956742102801,14.49346305922447,0.9224448375266394,0.10151208896064609,0.09363930240829295
Dongguan,2007,2,0,20.04665888358345,76.39124742975633,53.24967696460645,0.9224448375266394,0.10114266193145838,0.09329852635237594
Dongguan,2007,3,0,19.505443428688075,81.27901877359226,87.81281525114588,0.9224448375266394,0.1008561351113492,0.0930342211663533
Dongguan,2007,4,0,21.939367380502382,77.81257040307628,198.06025985975785,0.9224448375266394,0.10195429863446073,0.09404721643900761
Dongguan,2007,5,0,27.3118576064985,78.19862016616847,326.4376834556366,0.9224448375266394,0.1026651076840932,0.09470289857730829
Dongguan,2007,6,0,28.3733679612416,86.18654314976945,433.4259476212123,0.9224448375266394,0.10376158545983896,0.09571433884100766
Dongguan,2007,7,0,30.175892785843423,79.32168516783014,101.47944996545678,0.9224448375266394,0.10245308622813411,0.09450732047981394
Dongguan,2007,8,2,28.34940124171535,84.2340258110114,257.6827043655348,0.9224448375266394,0.10332515815123072,0.09531175872322635
Dongguan,2007,9,0,28.1009959314866,73.13742648467736,126.5400307184023,0.9224448375266394,0.10217352791730927,0.1884988867184118
Dongguan,2007,10,0,24.3575667773588,60.11695953054285,56.3578173068917,0.9224448375266394,0.10117916151631852,0.09333219520600204
Dongguan,2007,11,0,19.599706888371376,50.9238753703601,2.4836132687426486,0.9224448375266394,0.10102097512419403,0.09318627698521985
Dongguan,2007,12,0,17.307098818526818,57.3505501081219,14.720608300482324,0.9224448375266394,0.10149574217079597,0.09362422339638558
Dongguan,2008,1,0,13.551875898771408,72.99037020991796,71.69358015844756,0.9224448375266394,0.10062374537710002,0.09281985445570096
Dongguan,2008,2,1,12.640369328048152,59.46254431577493,21.173769138077706,0.9224448375266394,0.10148793901445574,0.09361702541510311
Dongguan,2008,3,0,20.3405179817987,70.7401594866376,63.681091242211096,0.9224448375266394,0.10151702651861774,0.0936438570331539
Dongguan,2008,4,1,24.602758560516627,79.45796741812907,174.8827435174965,0.9224448375266394,0.10227458469281354,0.09434266266006691
Dongguan,2008,5,0,25.884835250660352,79.45281188734623,214.01437856425576,0.9224448375266394,0.10257471782992472,0.09461951892296579
Dongguan,2008,6,0,27.39399403916006,87.32605510105614,969.4405828426436,0.9224448375266394,0.09781762427341503,0.09023136253013218
Dongguan,2008,7,0,28.8673675099823,82.67779538484257,200.5402243603901,0.9224448375266394,0.10305250071975335,0.09506024728314677
Dongguan,2008,8,0,28.70751392185864,82.04249669948987,260.3120753425176,0.9224448375266394,0.10323566393868831,0.09522920524887808
Dongguan,2008,9,0,28.4927962307806,73.41135635923052,109.9672885099068,0.9224448375266394,0.10215688996925634,0.09423409576991745
Dongguan,2008,10,2,26.252416710985123,70.64007331560686,69.67763272036221,0.9224448375266394,0.10182638304476888,0.09392922136365718
Dongguan,2008,11,1,19.74112111049776,49.42273340040604,14.559524425619127,0.9224448375266394,0.10076587756171843,0.1859019271112972
Dongguan,2008,12,0,15.718065410169077,45.12439407253862,3.427933537977641,0.9224448375266394,0.1009714288918539,0.14902491731036607
Dongguan,2009,1,0,13.549523074789324,50.913749993900176,5.179785287722469,0.9224448375266394,0.10156229810736715,0.09368561757648242
