year,biweek,local_cases,imported_cases,T_mean,RH_mean,rainfall_mm
2006,21,60,4,26.478571428571428,76.35714285714286,31.12857142857143
2006,22,86,0,24.72142857142857,56.785714285714285,0.0
2006,23,44,1,23.564285714285713,61.285714285714285,10.142857142857142
2006,24,2,1,19.228571428571428,78.07142857142857,32.114285714285714
2006,25,1,0,17.685714285714287,67.42857142857143,7.7
2006,26,0,0,14.35,52.07142857142857,0.0
2006,27,0,0,15.1,65.0,0.0
2007,1,0,0,14.507142857142856,58.142857142857146,5.035714285714286
2007,2,0,0,13.514285714285714,67.85714285714286,11.671428571428573
2007,3,0,0,16.3,64.07142857142857,0.0
2007,4,0,0,19.264285714285712,83.0,16.785714285714285
2007,5,0,0,17.0,79.0,11.021428571428572
2007,6,0,0,19.064285714285713,80.07142857142857,21.32857142857143
2007,7,0,1,19.50714285714286,84.42857142857143,13.607142857142858
2007,8,0,2,22.521428571428572,74.07142857142857,13.757142857142856
2007,9,0,0,24.285714285714285,75.0,8.792857142857143
2007,10,0,0,26.957142857142856,65.71428571428571,9.200000000000001
2007,11,0,0,28.05,81.14285714285714,22.714285714285715
2007,12,0,0,27.157142857142855,85.42857142857143,17.84285714285714
2007,13,0,3,29.599999999999998,75.0,10.65
2007,14,0,0,30.657142857142855,72.5,7.407142857142857
2007,15,0,0,31.02857142857143,68.28571428571429,7.507142857142857
2007,16,1,2,30.364285714285717,70.14285714285714,7.435714285714285
2007,17,2,1,28.05,79.21428571428571,18.75714285714286
2007,18,3,2,27.978571428571428,75.5,17.2
2007,19,6,0,28.27857142857143,64.71428571428571,11.914285714285715
2007,20,5,0,28.264285714285712,72.0,7.6571428571428575
2007,21,4,0,24.8,56.714285714285715,5.0
2007,22,1,0,22.835714285714285,67.21428571428571,1.342857142857143
2007,23,0,2,21.521428571428572,58.785714285714285,5.0
2007,24,0,0,17.85,52.07142857142857,5.0928571428571425
2007,25,0,0,18.107142857142858,65.14285714285714,0.0
2007,26,0,0,17.27857142857143,70.85714285714286,6.1571428571428575
2007,27,0,0,12.7,29.0,0.0
2008,1,0,0,16.364285714285714,60.42857142857143,5.0
2008,2,0,0,10.62142857142857,71.0,13.85
2008,3,0,0,7.507142857142857,72.0,14.771428571428572
2008,4,0,0,14.028571428571428,62.0,16.885714285714286
2008,5,0,0,16.857142857142858,58.357142857142854,0.06428571428571428
2008,6,0,0,21.457142857142856,70.42857142857143,27.928571428571427
2008,7,0,0,19.964285714285715,84.5,8.307142857142857
2008,8,0,0,25.392857142857142,79.35714285714286,24.400000000000002
2008,9,0,0,23.364285714285717,76.35714285714286,20.085714285714285
2008,10,0,0,25.521428571428572,69.14285714285714,10.642857142857142
2008,11,0,0,25.857142857142858,85.5,15.535714285714286
2008,12,0,0,26.571428571428573,84.71428571428571,42.792857142857144
2008,13,0,0,27.707142857142856,80.92857142857143,28.32857142857143
2008,14,0,1,27.678571428571427,81.42857142857143,9.835714285714285
2008,15,0,1,30.27857142857143,69.78571428571429,5.814285714285715
2008,16,0,0,28.985714285714288,74.14285714285714,32.26428571428571
2008,17,0,0,29.52857142857143,72.71428571428571,17.707142857142856
2008,18,0,0,28.542857142857144,75.92857142857143,10.942857142857141
2008,19,0,0,30.157142857142855,68.64285714285714,12.428571428571429
2008,20,0,1,26.62857142857143,72.57142857142857,14.25
2008,21,0,1,25.87142857142857,72.28571428571429,15.828571428571427
2008,22,1,0,26.24285714285714,72.5,1.2357142857142855
2008,23,3,1,21.092857142857145,67.5,3.235714285714286
2008,24,0,2,17.364285714285714,48.285714285714285,0.0
2008,25,0,0,16.07857142857143,53.42857142857143,5.492857142857142
2008,26,0,1,15.392857142857142,65.85714285714286,5.514285714285714
2008,27,0,0,13.65,64.0,35.0
2009,1,0,0,12.15,46.785714285714285,0.0
2009,2,0,0,12.585714285714287,63.142857142857146,5.364285714285714
2009,3,0,0,17.87142857142857,75.42857142857143,0.02142857142857143
2009,4,0,0,22.07857142857143,78.64285714285714,20.042857142857144
2009,5,0,1,16.142857142857142,80.42857142857143,29.02857142857143
2009,6,0,1,20.892857142857142,75.92857142857143,16.478571428571428
2009,7,0,0,19.22142857142857,78.28571428571429,15.25
2009,8,0,0,23.37142857142857,75.21428571428571,24.364285714285717
2009,9,0,0,23.864285714285717,64.92857142857143,7.485714285714286
2009,10,0,0,26.8,69.71428571428571,10.078571428571427
2009,11,0,1,25.728571428571428,79.64285714285714,20.464285714285715
2009,12,0,1,27.150000000000002,79.5,23.142857142857142
2009,13,0,1,29.02857142857143,77.64285714285714,10.928571428571429
2009,14,0,1,29.535714285714285,71.5,10.700000000000001
2009,15,0,0,29.635714285714283,73.42857142857143,6.835714285714286
2009,16,3,2,29.642857142857142,74.28571428571429,18.22142857142857
2009,17,0,1,30.142857142857142,69.5,23.607142857142858
2009,18,0,1,29.985714285714288,67.85714285714286,18.085714285714285
2009,19,0,1,29.407142857142855,69.42857142857143,22.099999999999998
2009,20,0,0,27.842857142857145,57.785714285714285,0.6
2009,21,0,2,26.207142857142856,58.785714285714285,11.785714285714286
2009,22,0,0,23.657142857142855,56.07142857142857,0.0
2009,23,0,0,18.435714285714287,71.71428571428571,22.228571428571428
2009,24,0,0,16.428571428571427,63.5,0.0
2009,25,0,1,16.85,73.28571428571429,11.721428571428572
2009,26,0,1,13.657142857142858,64.85714285714286,6.6499999999999995
2009,27,0,0,14.0,68.0,70.0
2010,1,0,0,12.814285714285715,75.42857142857143,4.392857142857143
2010,2,0,0,15.514285714285714,76.64285714285714,25.164285714285715
2010,3,0,0,19.935714285714287,84.28571428571429,22.914285714285715
2010,4,0,0,12.064285714285715,79.71428571428571,17.614285714285717
2010,5,0,0,19.50714285714286,76.64285714285714,5.978571428571429
2010,6,0,0,19.964285714285715,76.35714285714286,5.378571428571428
2010,7,0,0,19.592857142857145,73.57142857142857,16.114285714285714
2010,8,1,0,20.22142857142857,85.5,14.328571428571427
2010,9,0,1,22.95,71.14285714285714,12.892857142857142
2010,10,0,1,25.535714285714285,82.71428571428571,35.285714285714285
2010,11,0,0,25.978571428571428,75.0,9.221428571428572
2010,12,0,0,26.464285714285715,76.57142857142857,9.157142857142857
2010,13,0,0,28.178571428571427,79.0,16.135714285714286
2010,14,0,1,31.178571428571427,64.35714285714286,10.607142857142858
2010,15,0,0,28.035714285714285,77.5,16.021428571428572
2010,16,1,1,29.95,68.5,15.064285714285715
2010,17,1,0,28.607142857142858,74.57142857142857,15.985714285714286
2010,18,4,1,29.042857142857144,72.85714285714286,28.214285714285715
2010,19,8,3,27.87857142857143,80.21428571428571,15.057142857142859
2010,20,12,1,26.407142857142855,68.28571428571429,23.62142857142857
2010,21,21,1,25.571428571428573,71.5,12.057142857142859
2010,22,17,3,20.414285714285715,50.285714285714285,5.007142857142857
2010,23,0,2,20.62142857142857,59.357142857142854,5.1499999999999995
2010,24,0,1,20.2,62.42857142857143,0.0
2010,25,0,0,16.97142857142857,66.0,11.35
2010,26,0,0,13.892857142857142,63.42857142857143,0.4
2010,27,0,0,13.4,30.0,0.0
2011,1,0,0,8.792857142857143,60.92857142857143,11.9
2011,2,0,0,10.257142857142856,55.42857142857143,0.0
2011,3,0,0,14.507142857142856,61.714285714285715,5.0
2011,4,0,0,12.314285714285715,83.07142857142857,13.228571428571428
2011,5,0,1,16.55,76.5,16.12857142857143
2011,6,0,0,15.914285714285715,76.0,12.392857142857142
2011,7,0,0,18.185714285714287,68.28571428571429,15.0
2011,8,0,1,23.42142857142857,72.64285714285714,10.735714285714286
2011,9,0,1,23.62142857142857,80.78571428571429,9.342857142857143
2011,10,0,1,25.585714285714285,79.28571428571429,10.228571428571428
2011,11,0,0,25.792857142857144,69.28571428571429,4.921428571428571
2011,12,0,1,28.42142857142857,81.64285714285714,13.857142857142858
2011,13,0,1,27.407142857142855,85.85714285714286,27.3
2011,14,0,0,28.792857142857144,80.71428571428571,12.450000000000001
2011,15,0,1,28.271428571428572,82.35714285714286,10.928571428571429
2011,16,0,2,28.32857142857143,82.64285714285714,4.328571428571428
2011,17,0,1,29.05,75.57142857142857,5.042857142857143
2011,18,0,5,28.25,79.21428571428571,9.757142857142856
2011,19,0,0,26.392857142857142,76.57142857142857,6.3999999999999995
2011,20,6,1,24.514285714285712,77.5,7.885714285714285
2011,21,16,2,23.271428571428572,79.14285714285714,10.142857142857142
2011,22,6,3,22.42142857142857,78.64285714285714,5.0
2011,23,7,0,21.55,81.28571428571429,4.5928571428571425
2011,24,0,2,18.685714285714287,74.07142857142857,5.028571428571428
2011,25,0,0,14.1,57.714285714285715,0.0
2011,26,0,0,13.578571428571427,59.92857142857143,0.0
2011,27,0,0,14.8,68.0,0.0
2012,1,0,1,11.799999999999999,78.64285714285714,1.4642857142857142
2012,2,0,0,10.864285714285714,88.85714285714286,8.721428571428572
2012,3,0,0,12.642857142857142,76.78571428571429,5.95
2012,4,0,0,16.407142857142855,79.28571428571429,7.114285714285714
2012,5,0,0,14.642857142857142,90.78571428571429,10.75
2012,6,0,0,17.77857142857143,87.0,15.735714285714286
2012,7,0,0,20.342857142857145,77.71428571428571,10.707142857142857
2012,8,0,0,23.114285714285717,89.92857142857143,13.35
2012,9,0,0,25.55,85.85714285714286,19.13571428571429
2012,10,0,1,26.907142857142855,84.57142857142857,10.257142857142856
2012,11,0,2,26.400000000000002,82.42857142857143,8.721428571428572
2012,12,0,0,28.207142857142856,81.21428571428571,14.792857142857144
2012,13,0,2,27.292857142857144,86.28571428571429,16.62142857142857
2012,14,4,0,28.478571428571428,79.14285714285714,0.8714285714285716
2012,15,3,1,27.67142857142857,85.28571428571429,8.885714285714286
2012,16,5,1,28.42142857142857,80.85714285714286,6.75
2012,17,8,0,27.564285714285713,84.28571428571429,11.092857142857142
2012,18,13,1,27.514285714285712,83.14285714285714,2.692857142857143
2012,19,27,2,25.807142857142857,76.42857142857143,6.807142857142857
2012,20,31,0,24.52857142857143,76.85714285714286,0.7571428571428571
2012,21,23,5,23.564285714285713,71.64285714285714,0.0
2012,22,22,1,21.785714285714285,76.5,3.0571428571428574
2012,23,13,3,20.964285714285715,74.5,7.357142857142857
2012,24,2,1,17.428571428571427,88.14285714285714,9.778571428571428
2012,25,0,0,15.578571428571427,79.5,2.092857142857143
2012,26,0,0,14.521428571428572,79.0,10.721428571428572
2012,27,0,0,7.15,55.0,2.65
2013,1,0,0,11.142857142857142,67.71428571428571,0.0
2013,2,0,0,14.814285714285715,77.07142857142857,0.2571428571428572
2013,3,0,3,17.25,81.57142857142857,5.257142857142858
2013,4,0,0,16.32857142857143,76.42857142857143,0.0
2013,5,0,0,17.664285714285715,79.85714285714286,5.885714285714286
2013,6,0,0,21.22142857142857,86.5,17.364285714285714
2013,7,0,1,18.735714285714288,91.85714285714286,19.685714285714287
2013,8,0,0,20.52857142857143,90.35714285714286,13.321428571428571
2013,9,0,1,21.914285714285715,89.71428571428571,13.014285714285714
2013,10,0,0,25.97142857142857,88.92857142857143,15.85
2013,11,0,1,27.37857142857143,86.78571428571429,10.057142857142859
2013,12,0,1,26.185714285714287,88.07142857142857,13.435714285714285
2013,13,0,1,28.74285714285714,81.85714285714286,4.271428571428571
2013,14,1,2,28.335714285714285,81.14285714285714,12.178571428571429
2013,15,5,0,26.42142857142857,90.0,13.457142857142857
2013,16,9,3,28.2,82.28571428571429,12.650000000000002
2013,17,25,4,26.664285714285715,92.35714285714286,23.985714285714288
2013,18,42,4,26.842857142857145,86.71428571428571,15.607142857142858
2013,19,113,4,27.564285714285713,79.85714285714286,5.799999999999999
2013,20,239,3,24.428571428571427,77.57142857142857,1.707142857142857
2013,21,380,1,23.964285714285715,76.28571428571429,0.35714285714285715
2013,22,327,1,21.514285714285712,66.21428571428571,0.0
2013,23,111,0,20.407142857142855,80.07142857142857,2.092857142857143
2013,24,27,1,15.37142857142857,70.85714285714286,0.9214285714285714
2013,25,0,2,14.078571428571427,73.92857142857143,4.985714285714286
2013,26,0,0,9.735714285714286,56.714285714285715,2.5285714285714285
2013,27,0,0,10.1,61.0,0.0
2014,1,0,0,13.207142857142857,71.5,0.049999999999999996
2014,2,0,1,12.15,67.28571428571429,0.0
2014,3,0,0,14.357142857142858,79.14285714285714,6.021428571428571
2014,4,0,0,10.735714285714286,78.71428571428571,11.357142857142858
2014,5,0,0,15.564285714285715,87.92857142857143,21.442857142857143
2014,6,0,1,17.79285714285714,75.78571428571429,11.95
2014,7,0,0,20.55,87.78571428571429,34.69285714285714
2014,8,0,0,24.22142857142857,79.78571428571429,0.07142857142857142
2014,9,0,1,22.05,84.42857142857143,25.928571428571427
2014,10,0,5,24.414285714285715,90.64285714285714,21.271428571428572
2014,11,0,1,27.72142857142857,83.64285714285714,21.835714285714285
2014,12,3,5,27.87857142857143,80.85714285714286,25.857142857142858
2014,13,15,3,28.400000000000002,83.42857142857143,20.7
2014,14,42,0,29.32857142857143,79.42857142857143,5.692857142857143
2014,15,151,1,28.3,80.85714285714286,17.378571428571426
2014,16,338,1,29.071428571428573,79.21428571428571,22.42142857142857
2014,17,808,4,27.435714285714287,82.85714285714286,21.464285714285715
2014,18,2401,2,27.785714285714285,81.5,9.207142857142857
2014,19,7269,1,27.435714285714287,78.71428571428571,5.421428571428572
2014,20,14487,3,26.49285714285714,75.0,0.03571428571428571
2014,21,8775,3,23.25,68.64285714285714,5.0
2014,22,2390,6,23.27857142857143,73.71428571428571,10.049999999999999
2014,23,589,4,18.77857142857143,78.5,22.535714285714285
2014,24,138,0,20.057142857142857,78.21428571428571,0.31428571428571433
2014,25,35,3,13.65,63.214285714285715,6.571428571428571
2014,26,4,0,11.657142857142857,69.57142857142857,7.3
2014,27,0,0,11.6,71.0,0.0
2015,1,0,1,13.114285714285714,72.85714285714286,3.971428571428571
2015,2,0,2,14.028571428571428,73.57142857142857,5.021428571428571
2015,3,0,2,12.75,67.21428571428571,10.014285714285714
2015,4,0,0,18.114285714285714,80.42857142857143,12.907142857142858
2015,5,0,2,16.157142857142855,85.0,10.700000000000001
2015,6,0,1,20.342857142857145,81.78571428571429,21.021428571428572
2015,7,1,1,22.5,79.42857142857143,12.514285714285714
2015,8,1,1,19.685714285714287,75.71428571428571,19.521428571428572
2015,9,0,5,25.021428571428572,80.85714285714286,20.764285714285712
2015,10,0,2,25.57857142857143,82.78571428571429,42.035714285714285
2015,11,0,0,26.457142857142856,86.14285714285714,23.42142857142857
2015,12,0,0,27.885714285714283,81.28571428571429,16.435714285714287
2015,13,0,1,29.357142857142858,75.0,9.37142857142857
2015,14,0,2,28.914285714285715,71.78571428571429,20.599999999999998
2015,15,0,1,27.228571428571428,83.71428571428571,35.357142857142854
2015,16,1,6,28.32857142857143,74.85714285714286,13.821428571428571
2015,17,1,5,28.071428571428573,78.07142857142857,15.921428571428569
2015,18,2,7,26.728571428571428,84.28571428571429,11.507142857142856
2015,19,9,2,26.564285714285713,78.35714285714286,12.1
2015,20,14,5,26.592857142857145,77.35714285714286,18.485714285714288
2015,21,25,5,22.142857142857142,72.5,0.19285714285714287
2015,22,11,4,22.642857142857142,76.35714285714286,5.135714285714286
2015,23,8,1,22.885714285714283,82.5,23.16428571428571
2015,24,5,1,19.88830549781377,74.78571428571429,60.666755071321
2015,25,0,2,22.418138484696403,79.71428571428571,319.667285499247
2015,26,0,2,22.418138484696403,75.07142857142857,319.667285499247
2015,27,0,0,22.4181384846964,72.0,319.667285499247
