city_cn,city_en,year,biweek,start_date,end_date,n_weeks,cases,tem,rhu,pre
东莞市,Dongguan,2010,6,2010-03-14,2010-03-21,2,0,20.97824337984195,73.4183763563165,23.52083095134767
东莞市,Dongguan,2010,7,2010-03-28,2010-04-04,2,0,20.3215771892399,79.0569113163298,57.3708967539085
东莞市,Dongguan,2010,8,2010-04-11,2010-04-18,2,0,21.442532071712648,82.04258020030144,98.5466876513583
东莞市,Dongguan,2010,9,2010-04-25,2010-05-02,2,0,23.90166712297485,80.8119368195553,93.41476614719849
东莞市,Dongguan,2010,10,2010-05-09,2010-05-16,2,0,26.2154888463794,87.73914259495115,192.18037075736578
东莞市,Dongguan,2010,11,2010-05-23,2010-05-30,2,0,25.704075549023102,77.72732915027629,121.67943065788509
东莞市,Dongguan,2010,12,2010-06-06,2010-06-13,2,0,27.5548744189281,86.55462594492275,174.6148812443244
东莞市,Dongguan,2010,13,2010-06-20,2010-06-27,2,0,28.512270891049702,86.5586756150104,294.3276276834972
东莞市,Dongguan,2010,14,2010-07-04,2010-07-11,2,1,30.489678369097,79.62516197073765,32.75769407612066
东莞市,Dongguan,2010,15,2010-07-18,2010-07-25,2,1,28.62916011130205,84.9470019465522,150.5513474699253
东莞市,Dongguan,2010,16,2010-08-01,2010-08-08,2,2,29.69365741942955,81.45788074717669,72.7667459665699
东莞市,Dongguan,2010,17,2010-08-15,2010-08-22,2,3,28.48210735252325,82.24291476900919,100.1608861220198
东莞市,Dongguan,2010,18,2010-08-29,2010-09-05,2,16,29.094043670989052,80.16060498513035,146.9442279868913
东莞市,Dongguan,2010,19,2010-09-12,2010-09-19,2,7,27.86791994162915,84.0603089707945,259.3341413156398
东莞市,Dongguan,2010,20,2010-09-26,2010-10-03,2,7,26.500298857246,69.82416037889365,50.4874036033159
东莞市,Dongguan,2010,21,2010-10-10,2010-10-17,2,4,25.95242660700825,70.4994966117527,26.34123549744892
东莞市,Dongguan,2010,22,2010-10-24,2010-10-31,2,1,19.6254117691011,53.135500476659146,6.65840849911869
东莞市,Dongguan,2010,23,2010-11-07,2010-11-14,2,0,20.5872508243427,53.3458599021694,9.26980499270736e-05
东莞市,Dongguan,2010,24,2010-11-21,2010-11-28,2,2,20.39299611285505,59.113444011827,0.11719431299682367
东莞市,Dongguan,2010,25,2010-12-05,2010-12-12,2,2,16.07156820527095,58.1221421003296,17.207057499874338
东莞市,Dongguan,2010,26,2010-12-19,2010-12-26,2,0,15.353465206489851,48.52559407088245,3.391075102101424
东莞市,Dongguan,2011,1,2011-01-02,2011-01-09,2,0,10.48564779142993,60.281551299371344,13.4705702000039
东莞市,Dongguan,2011,2,2011-01-16,2011-01-23,2,0,11.89587658357795,58.0130650321317,1.500854335704016
东莞市,Dongguan,2011,3,2011-01-30,2011-02-06,2,0,16.01622160350735,61.163889656140654,0.7531848908663897
东莞市,Dongguan,2011,4,2011-02-13,2011-02-20,2,0,14.041254159141701,75.9433501924116,37.36428138096003
东莞市,Dongguan,2011,5,2011-02-27,2011-03-06,2,0,17.8961079132194,68.5101559118109,8.809049057773061
东莞市,Dongguan,2011,6,2011-03-13,2011-03-20,2,0,17.514378182149002,67.5667282022449,10.50523189881616
东莞市,Dongguan,2011,7,2011-03-27,2011-04-03,2,0,20.40274926890795,59.34937068224005,1.304577183972756
东莞市,Dongguan,2011,8,2011-04-10,2011-04-17,2,0,24.3475317119086,71.63835812463324,94.65307740086197
东莞市,Dongguan,2011,9,2011-04-24,2011-05-01,2,0,24.480191168995,81.2012842935498,69.8399443944136
东莞市,Dongguan,2011,10,2011-05-08,2011-05-15,2,0,26.3255986009903,82.02969909458025,100.18396361362821
东莞市,Dongguan,2011,11,2011-05-22,2011-05-29,2,0,26.58847248326375,70.8413435392327,33.82972309224174
东莞市,Dongguan,2011,12,2011-06-05,2011-06-12,2,1,29.040895174313448,82.02111333590295,95.82751279395049
东莞市,Dongguan,2011,13,2011-06-19,2011-06-26,2,0,28.50989545959655,84.62958750287174,188.0010511202736
东莞市,Dongguan,2011,14,2011-07-03,2011-07-10,2,0,29.2127007383381,83.09110397280065,169.6694243425783
东莞市,Dongguan,2011,15,2011-07-17,2011-07-24,2,1,29.24883344345885,82.6915469888497,97.99161480812751
东莞市,Dongguan,2011,16,2011-07-31,2011-08-07,2,0,29.404291642060898,81.6264176871941,60.978273225903294
东莞市,Dongguan,2011,17,2011-08-14,2011-08-21,2,0,29.5856483385871,77.1376502753698,29.430319411826503
东莞市,Dongguan,2011,18,2011-08-28,2011-09-04,2,1,29.5554207084526,74.39673063977264,32.1314464577261
东莞市,Dongguan,2011,19,2011-09-11,2011-09-18,2,0,28.0709799322393,65.70610584410795,17.72915463139142
东莞市,Dongguan,2011,20,2011-09-25,2011-10-02,2,0,26.14631889634525,70.76621151317045,64.6472266259909
东莞市,Dongguan,2011,21,2011-10-09,2011-10-16,2,0,24.8731883937091,66.66129331283805,141.66874871645595
东莞市,Dongguan,2011,22,2011-10-23,2011-10-30,2,0,24.328382611578547,66.03144720503585,1.795722930078144
东莞市,Dongguan,2011,23,2011-11-06,2011-11-13,2,1,22.803547612985952,72.69818497906604,76.370875078119
东莞市,Dongguan,2011,24,2011-11-20,2011-11-27,2,0,19.46656230212425,59.171465376475,7.498385619265757
东莞市,Dongguan,2011,25,2011-12-04,2011-12-11,2,0,15.980436854413249,46.169880980909255,1.84489315185304
东莞市,Dongguan,2011,26,2011-12-18,2011-12-25,2,0,15.553940161198401,46.5481217244603,0.022701601334533802
东莞市,Dongguan,2012,1,2012-01-01,2012-01-08,2,0,13.441845469015849,70.9249947183257,20.49299800970423
东莞市,Dongguan,2012,2,2012-01-15,2012-01-22,2,0,12.425806647176351,83.18268684826485,45.287710930758095
东莞市,Dongguan,2012,3,2012-01-29,2012-02-05,2,0,13.7273353421329,73.9558872677798,17.80378649766842
东莞市,Dongguan,2012,4,2012-02-12,2012-02-19,2,0,17.389947984318,78.0225218241783,55.095865644015234
东莞市,Dongguan,2012,5,2012-02-26,2012-03-04,2,0,15.9093488867254,88.9323621662526,82.9079586437713
东莞市,Dongguan,2012,6,2012-03-11,2012-03-18,2,0,18.8291909220724,79.37779167542915,21.1179617185817
东莞市,Dongguan,2012,7,2012-03-25,2012-04-01,2,0,21.6853743276752,66.28674008506945,52.46297895081709
东莞市,Dongguan,2012,8,2012-04-08,2012-04-15,2,0,24.01010073150065,87.68664623885854,183.90851537029812
东莞市,Dongguan,2012,9,2012-04-22,2012-04-29,2,0,26.36462375569195,86.72599786265545,278.62851725274004
东莞市,Dongguan,2012,10,2012-05-06,2012-05-13,2,0,27.7841142997099,84.74412765898975,154.144825671552
东莞市,Dongguan,2012,11,2012-05-20,2012-05-27,2,0,27.250384817224848,79.58478785797885,69.5653627697952
东莞市,Dongguan,2012,12,2012-06-03,2012-06-10,2,0,28.616804554248752,83.70850096558775,127.88085708414509
东莞市,Dongguan,2012,13,2012-06-17,2012-06-24,2,0,28.576381309913,85.4232317510084,175.6695968290217
东莞市,Dongguan,2012,14,2012-07-01,2012-07-08,2,0,29.4674362937525,81.54445979938185,52.5904661676595
东莞市,Dongguan,2012,15,2012-07-15,2012-07-22,2,0,28.616253793185848,85.2509671751967,208.19005392334338
东莞市,Dongguan,2012,16,2012-07-29,2012-08-05,2,0,29.7787477082298,80.36942661293054,47.287691527011
东莞市,Dongguan,2012,17,2012-08-12,2012-08-19,2,0,28.9259766977694,82.35822601563399,69.1594460424314
东莞市,Dongguan,2012,18,2012-08-26,2012-09-02,2,0,28.9576027197048,77.54919324791919,47.9949810710968
东莞市,Dongguan,2012,19,2012-09-09,2012-09-16,2,0,27.10805452652545,69.0759219698398,35.5882662109038
东莞市,Dongguan,2012,20,2012-09-23,2012-09-30,2,0,26.433776006722,66.38002213560296,21.62888638292747
东莞市,Dongguan,2012,21,2012-10-07,2012-10-14,2,1,25.28548119874995,64.01222681132775,1.596381712543317
东莞市,Dongguan,2012,22,2012-10-21,2012-10-28,2,0,23.571340031161903,66.12615696998675,61.84423596457681
东莞市,Dongguan,2012,23,2012-11-04,2012-11-11,2,0,22.363403270045048,69.46958092950581,22.73844314108259
东莞市,Dongguan,2012,24,2012-11-18,2012-11-25,2,0,18.8234538368592,84.2249154498608,135.09581214332832
东莞市,Dongguan,2012,25,2012-12-02,2012-12-09,2,0,17.1012284452048,71.2225134322936,34.79034661417093
东莞市,Dongguan,2012,26,2012-12-16,2012-12-23,2,0,15.8493428697501,75.7533730875152,26.0625619421943
东莞市,Dongguan,2012,27,2012-12-30,2012-12-30,1,0,10.8091737144165,54.7759661596152,1.10474380395294
东莞市,Dongguan,2013,1,2013-01-06,2013-01-13,2,0,13.7532900903116,65.29975773045265,0.0837712667099004
东莞市,Dongguan,2013,2,2013-01-20,2013-01-27,2,0,18.2158919278995,68.5804829283596,6.424635463685564
东莞市,Dongguan,2013,3,2013-02-03,2013-02-10,2,0,18.02350401585265,77.2811823145706,13.093982204520588
东莞市,Dongguan,2013,4,2013-02-17,2013-02-24,2,0,19.11567617795675,75.39880840831685,13.442341250579476
东莞市,Dongguan,2013,5,2013-03-03,2013-03-10,2,0,19.4393133850145,62.92473630908515,4.4166982680825395
东莞市,Dongguan,2013,6,2013-03-17,2013-03-24,2,0,21.93007066073835,85.44049759348584,232.7823722319119
东莞市,Dongguan,2013,7,2013-03-31,2013-04-07,2,1,19.58397213578515,80.01906479446134,125.54137305514519
东莞市,Dongguan,2013,8,2013-04-14,2013-04-21,2,0,23.192843666862252,84.48785560643921,95.77567364387829
东莞市,Dongguan,2013,9,2013-04-28,2013-05-05,2,0,23.47068652093745,83.98095524989816,134.1911427474741
东莞市,Dongguan,2013,10,2013-05-12,2013-05-19,2,0,27.0760556735772,90.42659411617635,197.065709137598
东莞市,Dongguan,2013,11,2013-05-26,2013-06-02,2,0,28.730902170691998,85.63765363430005,153.1162822376561
东莞市,Dongguan,2013,12,2013-06-09,2013-06-16,2,0,27.90107477826445,83.59343125027465,152.8638482701091
东莞市,Dongguan,2013,13,2013-06-23,2013-06-30,2,0,29.4114067829408,83.60034105165354,113.6175558711698
东莞市,Dongguan,2013,14,2013-07-07,2013-07-14,2,0,28.4243936848628,84.7723567058375,125.79661168982861
东莞市,Dongguan,2013,15,2013-07-21,2013-07-28,2,1,27.92193455044145,87.08527866960085,139.3049890201802
东莞市,Dongguan,2013,16,2013-08-04,2013-08-11,2,0,28.91465846744555,83.85991923634404,289.9187738798724
东莞市,Dongguan,2013,17,2013-08-18,2013-08-25,2,0,28.51796423134015,87.2228282780718,162.37334499739381
东莞市,Dongguan,2013,18,2013-09-01,2013-09-08,2,0,27.90773802235945,80.3745121042484,105.0525823335252
东莞市,Dongguan,2013,19,2013-09-15,2013-09-22,2,0,28.14014515491705,73.6535470957759,100.44367824420229
东莞市,Dongguan,2013,20,2013-09-29,2013-10-06,2,0,26.45595634051525,62.196174820337305,6.24384224908388
东莞市,Dongguan,2013,21,2013-10-13,2013-10-20,2,7,24.2779199981284,51.2087824767114,1.6248166427596977
东莞市,Dongguan,2013,22,2013-10-27,2013-11-03,2,5,23.642292494342797,63.441708339613946,10.63321096926419
东莞市,Dongguan,2013,23,2013-11-10,2013-11-17,2,1,20.626315711290047,59.34598081078625,22.667463773027
东莞市,Dongguan,2013,24,2013-11-24,2013-12-01,2,0,15.95302064266445,41.167710462872,12.1699525368218
东莞市,Dongguan,2013,25,2013-12-08,2013-12-15,2,0,14.4767942727351,64.17639204080591,114.1251670089239
东莞市,Dongguan,2013,26,2013-12-22,2013-12-29,2,0,12.41265097070205,41.7193975574818,0.0081278287149059
东莞市,Dongguan,2014,1,2014-01-05,2014-01-12,2,0,14.38838534149115,58.0954598541563,0.5588359977926595
东莞市,Dongguan,2014,2,2014-01-19,2014-01-26,2,0,15.640289199099001,53.09923521644291,1.68083451554472
东莞市,Dongguan,2014,3,2014-02-02,2014-02-09,2,0,13.19726500464267,72.70020303430431,25.85003665836381
