city_en,year,month,method,index_value,n_records
Guangzhou,2019,5.0,Breteau index,5.34,1
Guangzhou,2019,5.0,Mosquito ovitrap index,12.28,1
Guangzhou,2019,5.0,Standard space index,1.1,1
Guangzhou,2019,6.0,Adult-mosquito density index,4.45,1
Guangzhou,2019,6.0,Breteau index,5.26,1
Guangzhou,2019,6.0,Mosquito ovitrap index,12.28,1
Guangzhou,2019,6.0,Standard space index,1.23,1
Guangzhou,2019,7.0,Adult-mosquito density index,3.85,1
Guangzhou,2019,7.0,Breteau index,5.01,1
Guangzhou,2019,7.0,Mosquito ovitrap index,11.39,1
Guangzhou,2019,7.0,Standard space index,1.23,1
Guangzhou,2019,8.0,Adult-mosquito density index,3.77,1
Guangzhou,2019,8.0,Breteau index,5.72,1
Guangzhou,2019,8.0,Mosquito ovitrap index,9.25,1
Guangzhou,2019,8.0,Standard space index,1.17,1
Guangzhou,2019,9.0,Adult-mosquito density index,3.68,1
Guangzhou,2019,9.0,Breteau index,4.73,1
Guangzhou,2019,9.0,Mosquito ovitrap index,8.54,1
Guangzhou,2019,9.0,Standard space index,1.07,1
Guangzhou,2019,10.0,Adult-mosquito density index,3.26,1
Guangzhou,2019,10.0,Breteau index,3.71,1
Guangzhou,2019,10.0,Mosquito ovitrap index,6.88,1
Guangzhou,2019,10.0,Standard space index,0.83,1
Guangzhou,2019,11.0,Adult-mosquito density index,1.77,1
Guangzhou,2019,11.0,Breteau index,2.39,1
Guangzhou,2019,11.0,Mosquito ovitrap index,4.09,1
Guangzhou,2019,11.0,Standard space index,0.4,1
Guangzhou,2020,4.0,Adult-mosquito density index,1.79,1
Guangzhou,2020,4.0,Breteau index,2.19,1
Guangzhou,2020,4.0,Mosquito ovitrap index,4.27,1
Guangzhou,2020,4.0,Standard space index,0.58,1
Guangzhou,2020,5.0,Adult-mosquito density index,3.57,1
Guangzhou,2020,5.0,Breteau index,3.74,1
Guangzhou,2020,5.0,Standard space index,1.1,1
Guangzhou,2020,6.0,Adult-mosquito density index,4.36,1
Guangzhou,2020,6.0,Breteau index,4.96,1
Guangzhou,2020,6.0,Mosquito ovitrap index,9.9,1
Guangzhou,2020,6.0,Standard space index,1.4,1
Guangzhou,2020,7.0,Adult-mosquito density index,3.51,1
Guangzhou,2020,7.0,Breteau index,4.5,1
Guangzhou,2020,7.0,Mosquito ovitrap index,10.08,1
Guangzhou,2020,7.0,Standard space index,1.07,1
Guangzhou,2020,8.0,Adult-mosquito density index,3.38,1
Guangzhou,2020,8.0,Breteau index,4.6,1
Guangzhou,2020,8.0,Mosquito ovitrap index,7.18,1
Guangzhou,2020,8.0,Standard space index,1.17,1
Guangzhou,2020,9.0,Adult-mosquito density index,3.57,1
Guangzhou,2020,9.0,Breteau index,4.32,1
Guangzhou,2020,9.0,Mosquito ovitrap index,7.95,1
Guangzhou,2020,9.0,Standard space index,1.3,1
Guangzhou,2020,10.0,Adult-mosquito density index,2.45,1
Guangzhou,2020,10.0,Breteau index,3.13,1
Guangzhou,2020,10.0,Mosquito ovitrap index,6.17,1
Guangzhou,2020,10.0,Standard space index,0.59,1
Guangzhou,2020,11.0,Adult-mosquito density index,1.43,1
Guangzhou,2020,11.0,Breteau index,2.21,1
Guangzhou,2020,11.0,Mosquito ovitrap index,4.09,1
Guangzhou,2020,11.0,Standard space index,0.41,1
Guangzhou,2021,2.0,Breteau index,0.7613,1
Guangzhou,2021,3.0,Breteau index,1.6133,1
Guangzhou,2021,4.0,Adult-mosquito density index,2.6,1
Guangzhou,2021,4.0,Breteau index,2.1925999999999997,2
Guangzhou,2021,4.0,Mosquito ovitrap index,6.4,1
Guangzhou,2021,4.0,Standard space index,0.58,1
Guangzhou,2021,5.0,Adult-mosquito density index,3.51,1
Guangzhou,2021,5.0,Breteau index,2.95,2
Guangzhou,2021,5.0,Mosquito ovitrap index,9.6,1
Guangzhou,2021,5.0,Standard space index,0.84,1
Guangzhou,2021,6.0,Adult-mosquito density index,4.36,1
Guangzhou,2021,6.0,Breteau index,3.91035,2
Guangzhou,2021,6.0,Standard space index,0.96,1
Guangzhou,2021,7.0,Adult-mosquito density index,3.53,1
Guangzhou,2021,7.0,Breteau index,3.2019,2
Guangzhou,2021,7.0,Mosquito ovitrap index,9.49,1
Guangzhou,2021,7.0,Standard space index,0.83,1
Guangzhou,2021,8.0,Adult-mosquito density index,3.15,1
Guangzhou,2021,8.0,Breteau index,3.068,2
Guangzhou,2021,8.0,Mosquito ovitrap index,8.48,1
Guangzhou,2021,8.0,Standard space index,0.8,1
Guangzhou,2021,9.0,Adult-mosquito density index,2.85,1
Guangzhou,2021,9.0,Breteau index,2.8489,2
Guangzhou,2021,9.0,Mosquito ovitrap index,7.95,1
Guangzhou,2021,9.0,Standard space index,0.75,1
Guangzhou,2021,10.0,Adult-mosquito density index,1.85,1
Guangzhou,2021,10.0,Breteau index,2.597,2
Guangzhou,2021,10.0,Mosquito ovitrap index,6.23,1
Guangzhou,2021,10.0,Standard space index,0.59,1
Guangzhou,2021,11.0,Adult-mosquito density index,1.4,1
Guangzhou,2021,11.0,Breteau index,2.1554,2
Guangzhou,2021,11.0,Mosquito ovitrap index,4.03,1
Guangzhou,2021,11.0,Standard space index,0.39,1
Guangzhou,2021,12.0,Breteau index,1.142,1
Guangzhou,2022,1.0,Breteau index,1.0151,1
Guangzhou,2022,2.0,Breteau index,0.8338,1
Guangzhou,2022,3.0,Breteau index,1.3776,1
Guangzhou,2022,4.0,Breteau index,2.2115,1
Guangzhou,2022,5.0,Breteau index,2.8187,1
Guangzhou,2022,6.0,Breteau index,3.1903,1
Guangzhou,2022,7.0,Breteau index,3.3535,1
Guangzhou,2022,8.0,Breteau index,2.9637,1
Guangzhou,2022,9.0,Breteau index,2.9003,1
Guangzhou,2022,10.0,Breteau index,2.2296,1
Guangzhou,2022,11.0,Breteau index,1.7402,1
Guangzhou,2022,12.0,Breteau index,1.432,1
Guangzhou,2023,1.0,Breteau index,1.1057,1
Guangzhou,2023,2.0,Breteau index,1.5227,1
Guangzhou,2023,3.0,Breteau index,1.6495,1
Guangzhou,2023,4.0,Breteau index,2.7009,1
Guangzhou,2023,5.0,Breteau index,3.6254,1
Guangzhou,2023,6.0,Breteau index,4.3958,1
Guangzhou,2023,7.0,Breteau index,4.5589,1
Guangzhou,2023,8.0,Breteau index,4.6858,1
Guangzhou,2023,9.0,Breteau index,4.8308,1
Guangzhou,2023,10.0,Breteau index,4.5136,1
Guangzhou,2023,11.0,Breteau index,2.9184,1
Guangzhou,2023,12.0,Breteau index,1.3595,1
Huizhou,2015,3.0,Breteau index,2.31776,1
Huizhou,2015,3.0,Mosquito ovitrap index,2.95327,1
Huizhou,2015,4.0,Breteau index,4.52336,1
Huizhou,2015,4.0,Mosquito ovitrap index,3.81308,1
Huizhou,2015,5.0,Breteau index,5.38318,1
Huizhou,2015,5.0,Mosquito ovitrap index,7.17757,1
Huizhou,2015,6.0,Breteau index,7.02804,1
Huizhou,2015,6.0,Mosquito ovitrap index,6.13084,1
Huizhou,2015,7.0,Breteau index,4.41121,1
Huizhou,2015,7.0,Mosquito ovitrap index,4.93458,1
Huizhou,2015,8.0,Breteau index,4.85981,1
Huizhou,2015,8.0,Mosquito ovitrap index,5.15888,1
Huizhou,2015,9.0,Breteau index,6.39252,1
Huizhou,2015,9.0,Mosquito ovitrap index,6.99065,1
Huizhou,2015,10.0,Breteau index,5.34579,1
Huizhou,2015,10.0,Mosquito ovitrap index,6.01869,1
Huizhou,2015,11.0,Breteau index,3.47664,1
Huizhou,2015,11.0,Mosquito ovitrap index,3.88785,1
Jiangmen,2014,3.0,Light trapping,7.5,4
Jiangmen,2014,4.0,Light trapping,9.0,4
Jiangmen,2014,5.0,Light trapping,20.5,4
Jiangmen,2014,6.0,Light trapping,13.0,4
Jiangmen,2014,7.0,Light trapping,10.5,4
Jiangmen,2014,8.0,Light trapping,17.75,4
Jiangmen,2014,9.0,Light trapping,8.5,4
Jiangmen,2014,10.0,Light trapping,2.875,4
Jiangmen,2014,11.0,Light trapping,13.625,4
Jiangmen,2014,12.0,Light trapping,9.25,4
Jiangmen,2015,1.0,Breteau index,2.3619,1
Jiangmen,2015,1.0,Mosquito ovitrap index,0.65445,1
Jiangmen,2015,2.0,Breteau index,1.82857,1
Jiangmen,2015,2.0,Mosquito ovitrap index,0.91623,1
Jiangmen,2015,3.0,Breteau index,3.42857,1
Jiangmen,2015,3.0,Mosquito ovitrap index,3.27225,1
Jiangmen,2015,4.0,Breteau index,2.97143,1
Jiangmen,2015,4.0,Mosquito ovitrap index,3.66492,1
Jiangmen,2015,5.0,Breteau index,1.98095,1
Jiangmen,2015,5.0,Mosquito ovitrap index,3.14136,1
Jiangmen,2015,6.0,Breteau index,2.13333,1
Jiangmen,2015,6.0,Mosquito ovitrap index,4.05759,1
Jiangmen,2015,7.0,Breteau index,3.27619,1
Jiangmen,2015,7.0,Mosquito ovitrap index,9.55497,1
Jiangmen,2015,8.0,Breteau index,12.4952,1
Jiangmen,2015,8.0,Mosquito ovitrap index,11.5183,1
Jiangmen,2015,9.0,Breteau index,14.1714,1
Jiangmen,2015,9.0,Mosquito ovitrap index,10.0785,1
Jiangmen,2015,10.0,Breteau index,9.21905,1
Jiangmen,2015,10.0,Mosquito ovitrap index,9.55497,1
Jiangmen,2015,11.0,Breteau index,8.91429,1
Jiangmen,2015,11.0,Mosquito ovitrap index,4.97382,1
Jiangmen,2015,12.0,Breteau index,5.02857,1
Jiangmen,2015,12.0,Mosquito ovitrap index,3.27225,1
Jiangmen,2016,1.0,Breteau index,4.19048,1
Jiangmen,2016,1.0,Mosquito ovitrap index,0.39267,1
Jiangmen,2016,2.0,Breteau index,1.90476,1
Jiangmen,2016,2.0,Mosquito ovitrap index,1.17801,1
Jiangmen,2016,3.0,Breteau index,4.49524,1
Jiangmen,2016,3.0,Mosquito ovitrap index,2.48691,1
Jiangmen,2016,4.0,Breteau index,9.14286,1
Jiangmen,2016,4.0,Mosquito ovitrap index,5.49738,1
Jiangmen,2016,5.0,Breteau index,12.8762,1
Jiangmen,2016,5.0,Mosquito ovitrap index,20.5497,1
Jiangmen,2016,6.0,Breteau index,10.7429,1
Jiangmen,2016,6.0,Mosquito ovitrap index,19.8953,1
Jiangmen,2016,7.0,Breteau index,10.7429,1
Jiangmen,2016,7.0,Mosquito ovitrap index,15.1832,1
Jiangmen,2016,8.0,Breteau index,10.2857,1
Jiangmen,2016,8.0,Mosquito ovitrap index,12.5654,1
Jiangmen,2016,9.0,Breteau index,10.3619,1
Jiangmen,2016,9.0,Mosquito ovitrap index,10.4712,1
Jiangmen,2016,10.0,Breteau index,8.15238,1
Jiangmen,2016,10.0,Mosquito ovitrap index,8.50785,1
Jiangmen,2016,11.0,Breteau index,6.78095,1
Jiangmen,2016,11.0,Mosquito ovitrap index,6.41361,1
Jiangmen,2016,12.0,Breteau index,2.4381,1
Jiangmen,2016,12.0,Mosquito ovitrap index,3.14136,1
Jiangmen,2017,1.0,Breteau index,2.3619,1
Jiangmen,2017,1.0,Mosquito ovitrap index,1.83246,1
Jiangmen,2017,2.0,Breteau index,1.75238,1
Jiangmen,2017,2.0,Mosquito ovitrap index,1.57068,1
Jiangmen,2017,3.0,Breteau index,3.42857,1
Jiangmen,2017,3.0,Mosquito ovitrap index,4.58115,1
Jiangmen,2017,4.0,Breteau index,3.04762,1
Jiangmen,2017,4.0,Mosquito ovitrap index,6.28272,1
Jiangmen,2017,5.0,Breteau index,6.78095,1
Jiangmen,2017,5.0,Mosquito ovitrap index,10.0785,1
Jiangmen,2017,6.0,Breteau index,5.6381,1
Jiangmen,2017,6.0,Mosquito ovitrap index,12.6963,1
Jiangmen,2017,7.0,Breteau index,7.46667,1
Jiangmen,2017,7.0,Mosquito ovitrap index,13.7435,1
Jiangmen,2017,8.0,Breteau index,7.2381,1
Jiangmen,2017,8.0,Mosquito ovitrap index,12.4346,1
Jiangmen,2017,9.0,Breteau index,5.86667,1
Jiangmen,2017,9.0,Mosquito ovitrap index,14.9215,1
Jiangmen,2017,10.0,Breteau index,4.0381,1
Jiangmen,2017,10.0,Mosquito ovitrap index,8.76963,1
Jiangmen,2017,11.0,Breteau index,4.41905,1
Jiangmen,2017,11.0,Mosquito ovitrap index,3.40314,1
Jiangmen,2017,12.0,Breteau index,3.12381,1
Jiangmen,2017,12.0,Mosquito ovitrap index,2.22513,1
Jieyang,2008,5.0,Labor hour,5.22321,1
Jieyang,2008,6.0,Labor hour,15.2679,1
Jieyang,2008,7.0,Labor hour,15.2679,1
Jieyang,2008,8.0,Labor hour,25.7143,1
Jieyang,2008,9.0,Labor hour,30.9375,1
Jieyang,2008,10.0,Labor hour,17.2768,1
Jieyang,2009,5.0,Labor hour,8.4375,1
Jieyang,2009,6.0,Labor hour,11.6518,1
Jieyang,2009,7.0,Labor hour,22.5,1
Jieyang,2009,8.0,Labor hour,19.2857,1
Jieyang,2009,9.0,Labor hour,18.8839,1
Jieyang,2009,10.0,Labor hour,13.6607,1
Jieyang,2010,5.0,Labor hour,3.21429,1
Jieyang,2010,6.0,Labor hour,4.41964,1
Jieyang,2010,7.0,Labor hour,5.625,1
Jieyang,2010,8.0,Labor hour,4.41964,1
Jieyang,2010,9.0,Labor hour,6.02679,1
Jieyang,2010,10.0,Labor hour,8.03571,1
Maoming,2017,3.0,Breteau index,5.775784753,1
Maoming,2017,3.0,Mosquito ovitrap index,4.990909091,1
Maoming,2017,4.0,Breteau index,5.237668161,1
Maoming,2017,4.0,Mosquito ovitrap index,4.95,1
Maoming,2017,5.0,Breteau index,5.273542601,1
Maoming,2017,5.0,Mosquito ovitrap index,5.686363636,1
Maoming,2017,6.0,Breteau index,5.739910314,1
Maoming,2017,6.0,Mosquito ovitrap index,8.263636364,1
Maoming,2017,7.0,Breteau index,6.959641256,1
Maoming,2017,7.0,Mosquito ovitrap index,6.627272727,1
Maoming,2017,8.0,Breteau index,5.632286996,1
Maoming,2017,8.0,Mosquito ovitrap index,6.627272727,1
Maoming,2017,9.0,Breteau index,5.883408072,1
Maoming,2017,9.0,Mosquito ovitrap index,5.727272727,1
Maoming,2017,10.0,Breteau index,5.094170404,1
Maoming,2017,10.0,Mosquito ovitrap index,5.072727273,1
Maoming,2017,11.0,Breteau index,4.484304933,1
Maoming,2017,11.0,Mosquito ovitrap index,4.172727273,1
Maoming,2018,3.0,Breteau index,3.156950673,1
Maoming,2018,3.0,Mosquito ovitrap index,4.213636364,1
Maoming,2018,4.0,Breteau index,3.802690583,1
Maoming,2018,4.0,Mosquito ovitrap index,2.495454545,1
Maoming,2018,5.0,Breteau index,4.01793722,1
